year,species_code,hauljoin,sex,age,length
2017,21720,-16579,2,3,470
2017,21720,-16793,1,5,620
2017,21720,-16949,2,3,460
2017,21720,-16579,2,5,600
2017,21720,-16587,1,8,900
2017,21720,-16350,2,1,260
2017,21720,-16490,2,4,560
2017,21720,-17052,2,2,310
2017,21720,-16950,2,5,710
2017,21720,-16580,2,4,590
2017,21720,-16336,1,4,550
2017,21720,-16560,1,4,620
2017,21720,-16994,2,3,490
2017,21720,-16767,2,5,610
2017,21720,-16940,2,4,580
2017,21720,-16547,1,4,500
2017,21720,-17044,1,4,600
2017,21720,-16510,3,1,130
2017,21720,-17002,2,2,270
2017,21720,-16517,1,2,380
2017,21720,-16801,1,2,400
2017,21720,-16500,2,2,370
2017,21720,-17042,1,6,750
2017,21720,-16973,2,2,300
2017,21720,-16686,1,4,540
2017,21720,-16787,1,4,530
2017,21720,-17050,1,4,530
2017,21720,-16975,2,6,770
2017,21720,-16346,2,2,410
2017,21720,-16673,1,3,460
2017,21720,-17056,2,6,770
2017,21720,-16768,2,4,530
2017,21720,-17047,1,5,640
2017,21720,-16993,2,4,540
2017,21720,-16324,3,1,140
2017,21720,-16978,2,4,490
2017,21720,-16592,1,4,610
2017,21720,-16342,2,2,380
2017,21720,-16792,1,5,620
2017,21720,-16783,2,2,330
2017,21720,-16839,2,4,570
2017,21720,-16531,1,4,510
2017,21720,-16826,1,1,260
2017,21720,-16363,2,2,380
2017,21720,-16966,2,4,520
2017,21720,-16356,1,2,420
2017,21720,-16835,1,5,730
2017,21720,-16983,1,2,310
2017,21720,-17032,2,4,510
2017,21720,-16784,2,5,630
2017,21720,-16569,2,5,650
2017,21720,-16564,2,4,530
2017,21720,-16668,2,4,570
2017,21720,-16586,2,4,510
2017,21720,-16781,1,2,390
2017,21720,-16346,1,3,440
2017,21720,-16374,1,1,220
2017,21720,-16579,1,4,540
2017,21720,-16350,3,1,140
2017,21720,-17022,1,5,690
2017,21720,-16929,2,5,720
2017,21720,-16562,1,4,590
2017,21720,-16515,2,4,570
2017,21720,-16335,1,4,540
2017,21720,-16936,2,5,720
2017,21720,-16784,1,5,620
2017,21720,-16967,2,5,640
2017,21720,-16818,1,5,530
2017,21720,-16839,2,5,650
2017,21720,-16783,2,6,700
2017,21720,-16833,2,5,690
2017,21720,-16943,2,5,740
2017,21720,-16835,2,5,670
2017,21720,-16807,2,5,640
2017,21720,-16941,1,4,560
2017,21720,-16782,2,4,540
2017,21720,-17023,1,4,610
2017,21720,-16567,2,6,780
2017,21720,-16525,2,5,670
2017,21720,-16582,1,4,510
2017,21720,-16367,1,4,600
2017,21720,-16566,2,4,570
2017,21720,-16771,2,4,520
2017,21720,-16940,1,5,660
2017,21720,-16969,2,8,940
2017,21720,-16504,2,4,540
2017,21720,-17024,2,6,820
2017,21720,-16953,1,5,660
2017,21720,-16538,2,4,580
2017,21720,-16516,1,4,570
2017,21720,-16684,2,6,770
2017,21720,-16810,2,5,640
2017,21720,-17029,2,6,720
2017,21720,-16941,2,3,490
2017,21720,-16327,2,2,370
2017,21720,-16670,1,5,650
2017,21720,-16811,1,4,580
2017,21720,-16804,1,5,730
2017,21720,-16551,1,5,660
2017,21720,-16777,2,3,450
2017,21720,-16787,2,3,430
2017,21720,-16584,1,4,500
2017,21720,-16937,1,5,700
2017,21720,-16376,1,6,680
2017,21720,-16775,2,2,350
2017,21720,-16984,1,2,320
2017,21720,-16498,2,1,230
2017,21720,-16499,1,4,520
2017,21720,-17003,2,2,280
2017,21720,-16994,1,4,580
2017,21720,-16341,2,2,340
2017,21720,-16514,2,6,890
2017,21720,-16785,2,6,760
2017,21720,-16354,2,5,540
2017,21720,-16529,2,6,710
2017,21720,-16507,1,1,220
2017,21720,-16512,1,1,220
2017,21720,-16992,1,3,480
2017,21720,-16816,1,4,590
2017,21720,-17053,1,3,540
2017,21720,-16578,2,3,450
2017,21720,-16583,2,4,600
2017,21720,-17011,1,4,580
2017,21720,-16813,2,6,830
2017,21720,-16672,1,4,560
2017,21720,-16769,1,6,740
2017,21720,-16983,2,5,590
2017,21720,-16335,3,1,150
2017,21720,-17019,2,5,640
2017,21720,-16670,2,5,670
2017,21720,-16669,2,4,580
2017,21720,-16793,1,4,530
2017,21720,-16518,2,4,530
2017,21720,-16329,1,1,170
2017,21720,-16356,3,1,140
2017,21720,-16507,1,1,180
2017,21720,-16541,2,6,770
2017,21720,-16377,1,5,590
2017,21720,-16998,1,4,530
2017,21720,-16936,1,2,270
2017,21720,-16539,1,7,790
2017,21720,-16809,2,4,620
2017,21720,-16506,2,3,430
2017,21720,-17027,1,4,610
2017,21720,-16555,2,4,510
2017,21720,-16359,2,5,710
2017,21720,-16778,2,3,480
2017,21720,-16359,1,5,590
2017,21720,-17003,2,3,390
2017,21720,-16832,1,6,720
2017,21720,-17036,2,5,700
2017,21720,-16948,2,4,640
2017,21720,-17036,1,5,650
2017,21720,-17001,2,4,540
2017,21720,-16806,1,4,620
2017,21720,-17018,2,5,670
2017,21720,-16370,2,2,390
2017,21720,-16930,2,4,530
2017,21720,-16501,2,3,450
2017,21720,-16531,2,2,380
2017,21720,-17026,2,6,770
2017,21720,-16331,1,1,200
2017,21720,-16684,1,3,470
2017,21720,-16351,1,2,400
2017,21720,-17040,1,9,880
2017,21720,-16351,2,4,540
2017,21720,-16336,2,2,360
2017,21720,-17008,2,4,570
2017,21720,-16982,2,4,520
2017,21720,-16679,2,3,510
2017,21720,-17026,1,2,350
2017,21720,-16683,2,3,460
2017,21720,-17037,2,6,800
2017,21720,-16947,2,5,710
2017,21720,-16789,2,6,780
2017,21720,-16820,2,3,540
2017,21720,-16817,1,4,570
2017,21720,-16506,1,3,510
2017,21720,-16497,1,3,440
2017,21720,-16933,1,5,660
2017,21720,-16981,2,1,250
2017,21720,-17009,2,5,680
2017,21720,-16839,1,6,750
2017,21720,-16532,1,4,500
2017,21720,-16578,1,4,500
2017,21720,-16988,2,5,710
2017,21720,-17050,1,5,690
2017,21720,-16323,1,1,220
2017,21720,-16533,2,3,480
2017,21720,-16566,1,5,640
2017,21720,-16988,2,2,290
2017,21720,-16375,2,3,510
2017,21720,-16373,1,2,400
2017,21720,-16527,1,3,420
2017,21720,-16326,2,7,800
2017,21720,-17008,2,4,520
2017,21720,-17015,1,5,620
2017,21720,-16525,1,4,510
2017,21720,-17039,1,4,570
2017,21720,-16830,1,5,560
2017,21720,-16988,1,1,250
2017,21720,-17002,2,2,280
2017,21720,-16929,1,6,750
2017,21720,-16808,2,5,640
2017,21720,-16999,2,4,520
2017,21720,-16501,1,1,230
2017,21720,-16675,2,4,510
2017,21720,-16803,2,4,590
2017,21720,-16544,1,5,690
2017,21720,-16363,2,2,370
2017,21720,-16808,1,2,410
2017,21720,-16977,2,4,580
2017,21720,-16831,1,4,540
2017,21720,-16930,1,4,630
2017,21720,-16946,2,2,420
2017,21720,-16996,2,4,600
2017,21720,-16812,1,6,770
2017,21720,-16939,1,5,680
2017,21720,-16952,1,4,640
2017,21720,-16968,1,4,580
2017,21720,-16949,1,5,640
2017,21720,-16326,2,2,350
2017,21720,-16521,2,6,840
2017,21720,-16573,2,4,550
2017,21720,-16592,1,6,830
2017,21720,-17043,2,6,850
2017,21720,-16931,2,6,700
2017,21720,-16584,1,3,440
2017,21720,-16344,3,1,140
2017,21720,-16779,1,4,490
2017,21720,-17025,1,5,690
2017,21720,-16981,1,3,440
2017,21720,-16337,2,6,760
2017,21720,-16958,2,5,740
2017,21720,-16671,1,4,570
2017,21720,-16942,1,6,830
2017,21720,-16951,2,5,710
2017,21720,-16374,1,6,800
2017,21720,-16366,2,4,550
2017,21720,-16961,1,4,600
2017,21720,-17042,2,3,490
2017,21720,-16348,1,4,540
2017,21720,-17047,2,4,550
2017,21720,-16981,1,3,440
2017,21720,-16352,2,6,700
2017,21720,-16553,2,6,820
2017,21720,-16771,1,4,530
2017,21720,-16961,2,5,700
2017,21720,-16668,1,4,600
2017,21720,-17030,2,4,610
2017,21720,-16772,2,4,540
2017,21720,-16362,3,1,130
2017,21720,-16345,2,3,420
2017,21720,-16328,1,1,270
2017,21720,-16378,1,3,460
2017,21720,-16493,2,4,520
2017,21720,-16777,2,3,430
2017,21720,-17042,1,4,590
2017,21720,-16796,1,6,730
2017,21720,-16770,1,5,720
2017,21720,-16530,1,2,400
2017,21720,-17013,1,4,530
2017,21720,-16671,1,5,660
2017,21720,-16990,1,5,620
2017,21720,-16373,1,6,760
2017,21720,-16772,2,4,570
2017,21720,-16981,2,4,590
2017,21720,-16575,2,4,560
2017,21720,-16972,2,3,470
2017,21720,-16996,1,4,520
2017,21720,-16379,2,1,160
2017,21720,-16490,2,1,140
2017,21720,-16953,1,4,540
2017,21720,-16804,1,4,530
2017,21720,-17038,1,6,780
2017,21720,-16378,1,1,180
2017,21720,-16379,1,1,230
2017,21720,-17042,1,4,570
2017,21720,-16508,2,1,200
2017,21720,-16588,1,5,620
2017,21720,-16782,2,4,560
2017,21720,-17046,1,5,770
2017,21720,-16832,1,2,390
2017,21720,-16489,2,5,640
2017,21720,-16992,1,4,570
2017,21720,-16327,2,1,250
2017,21720,-17045,2,5,690
2017,21720,-16945,2,5,660
2017,21720,-16534,1,3,450
2017,21720,-17018,2,4,520
2017,21720,-16807,1,3,430
2017,21720,-17017,2,5,710
2017,21720,-17025,2,6,750
2017,21720,-16521,1,5,650
2017,21720,-16811,2,5,690
2017,21720,-17015,1,4,570
2017,21720,-16511,1,6,800
2017,21720,-17004,2,4,500
2017,21720,-16970,2,6,810
2017,21720,-16830,1,4,580
2017,21720,-17048,1,4,640
2017,21720,-17014,2,5,640
2017,21720,-16819,2,4,550
2017,21720,-16686,2,4,510
2017,21720,-17001,2,4,500
2017,21720,-16520,1,3,490
2017,21720,-16520,2,6,800
2017,21720,-16492,2,1,220
2017,21720,-16959,2,4,630
2017,21720,-17044,2,4,610
2017,21720,-16805,2,2,400
2017,21720,-16569,2,4,540
2017,21720,-16989,2,5,610
2017,21720,-17018,1,3,430
2017,21720,-16547,2,4,560
2017,21720,-16491,1,4,620
2017,21720,-17015,2,5,690
2017,21720,-16350,2,1,210
2017,21720,-16767,1,3,450
2017,21720,-17003,1,3,430
2017,21720,-16777,1,2,270
2017,21720,-16493,2,4,520
2017,21720,-16938,2,5,680
2017,21720,-16667,2,4,560
2017,21720,-16331,1,2,380
2017,21720,-16799,2,7,980
2017,21720,-16338,1,3,460
2017,21720,-16945,1,5,650
2017,21720,-16775,2,4,540
2017,21720,-17004,2,2,320
2017,21720,-16834,1,2,360
2017,21720,-16977,1,4,540
2017,21720,-16505,2,1,250
2017,21720,-16348,1,1,270
2017,21720,-16574,2,2,320
2017,21720,-16782,2,5,670
2017,21720,-16489,2,4,570
2017,21720,-16340,1,1,240
2017,21720,-16503,1,1,230
2017,21720,-16948,1,4,590
2017,21720,-16371,2,2,390
2017,21720,-16976,1,4,550
2017,21720,-16511,2,3,420
2017,21720,-16556,2,4,590
2017,21720,-16527,1,4,530
2017,21720,-16341,2,1,220
2017,21720,-16529,2,4,510
2017,21720,-16572,1,4,620
2017,21720,-17049,2,5,680
2017,21720,-16366,1,2,410
2017,21720,-16510,2,1,200
2017,21720,-16675,1,6,790
2017,21720,-16339,2,4,540
2017,21720,-16513,1,2,420
2017,21720,-16802,1,5,730
2017,21720,-17039,1,4,530
2017,21720,-16787,1,4,560
2017,21720,-16538,2,3,510
2017,21720,-16769,2,4,520
2017,21720,-17031,1,5,640
2017,21720,-16683,1,4,560
2017,21720,-16995,2,4,530
2017,21720,-16522,1,6,710
2017,21720,-17049,1,5,640
2017,21720,-16364,1,7,840
2017,21720,-16780,1,3,440
2017,21720,-17012,1,4,550
2017,21720,-16324,2,6,760
2017,21720,-16377,2,3,430
2017,21720,-16497,2,5,660
2017,21720,-16790,2,6,750
2017,21720,-16802,1,5,740
2017,21720,-16496,2,2,330
2017,21720,-16977,2,3,440
2017,21720,-16809,2,5,650
2017,21720,-16370,1,2,380
2017,21720,-16834,1,5,630
2017,21720,-16339,1,3,460
2017,21720,-16818,2,5,640
2017,21720,-16566,1,6,730
2017,21720,-16345,1,3,440
2017,21720,-16991,1,4,550
2017,21720,-16828,1,3,440
2017,21720,-16328,1,1,160
2017,21720,-16542,1,4,580
2017,21720,-16826,1,4,530
2017,21720,-17002,1,2,300
2017,21720,-16790,1,4,570
2017,21720,-16349,2,3,500
2017,21720,-16349,3,1,160
2017,21720,-17007,1,6,730
2017,21720,-16513,2,1,210
2017,21720,-16991,1,6,750
2017,21720,-16332,2,5,710
2017,21720,-16952,2,5,730
2017,21720,-16825,1,4,570
2017,21720,-16943,1,4,550
2017,21720,-16491,2,4,560
2017,21720,-16809,2,4,610
2017,21720,-17013,1,5,670
2017,21720,-16361,2,3,420
2017,21720,-17052,1,3,410
2017,21720,-16942,2,6,770
2017,21720,-16976,2,6,720
2017,21720,-16678,2,3,470
2017,21720,-16532,1,3,470
2017,21720,-16585,1,3,500
2017,21720,-16978,1,6,760
2017,21720,-16567,1,4,630
2017,21720,-16349,1,3,410
2017,21720,-16937,2,4,590
2017,21720,-16562,2,4,530
2017,21720,-16585,2,4,530
2017,21720,-16670,1,5,690
2017,21720,-16578,1,1,220
2017,21720,-17028,1,4,550
2017,21720,-16800,2,4,630
2017,21720,-16684,2,4,570
2017,21720,-17001,1,2,300
2017,21720,-16954,1,6,790
2017,21720,-17040,1,4,490
2017,21720,-16991,2,4,580
2017,21720,-16342,1,3,510
2017,21720,-16526,2,3,480
2017,21720,-16347,2,5,650
2017,21720,-16803,1,5,670
2017,21720,-17001,1,2,320
2017,21720,-16976,1,4,580
2017,21720,-16490,2,6,680
2017,21720,-16983,2,5,630
2017,21720,-16683,1,4,590
2017,21720,-16338,2,1,260
2017,21720,-16585,1,4,550
2017,21720,-16546,2,4,590
2017,21720,-16929,2,6,800
2017,21720,-16525,2,4,590
2017,21720,-16344,1,1,240
2017,21720,-16944,2,1,270
2017,21720,-16542,2,4,550
2017,21720,-16498,1,2,390
2017,21720,-16589,2,6,770
2017,21720,-16546,1,4,540
2017,21720,-16830,2,5,630
2017,21720,-16956,2,5,650
2017,21720,-17041,1,5,620
2017,21720,-16685,2,5,670
2017,21720,-16965,2,7,830
2017,21720,-16366,2,1,190
2017,21720,-16680,1,4,560
2017,21720,-16990,2,3,400
2017,21720,-17047,1,6,790
2017,21720,-16970,1,5,680
2017,21720,-16800,1,4,560
2017,21720,-16953,1,4,520
2017,21720,-16993,1,6,710
2017,21720,-16555,1,2,330
2017,21720,-16936,2,3,500
2017,21720,-17052,1,5,620
2017,21720,-16837,2,4,540
2017,21720,-17048,1,6,750
2017,21720,-16360,1,2,370
2017,21720,-16337,3,1,160
2017,21720,-16791,2,5,660
2017,21720,-16994,1,4,520
2017,21720,-16809,2,5,710
2017,21720,-16354,1,1,250
2017,21720,-16356,1,1,250
2017,21720,-16674,2,6,730
2017,21720,-16335,2,4,560
2017,21720,-16375,2,5,670
2017,21720,-17048,2,4,590
2017,21720,-16583,1,3,500
2017,21720,-16769,1,5,680
2017,21720,-16986,1,2,320
2017,21720,-17048,2,5,670
2017,21720,-16490,2,4,520
2017,21720,-16786,2,4,530
2017,21720,-16495,1,3,420
2017,21720,-16349,2,2,380
2017,21720,-16943,2,4,560
2017,21720,-16329,1,2,360
2017,21720,-16932,2,5,690
2017,21720,-16998,1,4,520
2017,21720,-17020,2,4,580
2017,21720,-16795,2,5,650
2017,21720,-16336,2,1,220
2017,21720,-16981,2,4,550
2017,21720,-16980,2,4,530
2017,21720,-16525,2,3,470
2017,21720,-16836,2,5,690
2017,21720,-16802,2,5,720
2017,21720,-16573,1,3,460
2017,21720,-16812,2,4,610
2017,21720,-16826,2,3,400
2017,21720,-16326,2,5,650
2017,21720,-16963,2,6,800
2017,21720,-16542,1,4,590
2017,21720,-16347,2,1,200
2017,21720,-16544,2,2,360
2017,21720,-16562,1,4,600
2017,21720,-17016,1,4,590
2017,21720,-16341,1,1,210
2017,21720,-16792,2,5,720
2017,21720,-16542,2,4,550
2017,21720,-16538,1,4,610
2017,21720,-17055,1,7,840
2017,21720,-16502,1,3,470
2017,21720,-16954,1,6,730
2017,21720,-16677,1,2,340
2017,21720,-16374,2,6,710
2017,21720,-16812,1,5,630
2017,21720,-17030,1,4,600
2017,21720,-16833,1,6,760
2017,21720,-16806,2,4,580
2017,21720,-17028,1,4,550
2017,21720,-16325,1,5,690
2017,21720,-17040,1,5,700
2017,21720,-17037,2,6,740
2017,21720,-16556,1,2,300
2017,21720,-16953,2,4,620
2017,21720,-16339,1,2,370
2017,21720,-16501,1,2,360
2017,21720,-16993,2,4,590
2017,21720,-16677,2,6,820
2017,21720,-16813,2,6,780
2017,21720,-17040,1,5,640
2017,21720,-16938,2,3,470
2017,21720,-16980,2,6,770
2017,21720,-16818,1,6,740
2017,21720,-16511,1,5,660
2017,21720,-16798,2,4,570
2017,21720,-16500,1,1,250
2017,21720,-16834,1,2,360
2017,21720,-17056,1,5,670
2017,21720,-16941,2,5,640
2017,21720,-16969,2,5,700
2017,21720,-16538,1,4,540
2017,21720,-16371,2,1,150
2017,21720,-16492,2,4,590
2017,21720,-16930,1,5,710
2017,21720,-16325,2,6,770
2017,21720,-16365,2,5,640
2017,21720,-16581,2,4,570
2017,21720,-16974,2,3,500
2017,21720,-16362,2,1,210
2017,21720,-16522,2,4,600
2017,21720,-16809,2,4,520
2017,21720,-16506,2,3,420
2017,21720,-17041,1,4,630
2017,21720,-16497,2,3,440
2017,21720,-16541,2,4,620
2017,21720,-16815,1,4,580
2017,21720,-16369,1,7,780
2017,21720,-16806,1,4,620
2017,21720,-16500,2,1,200
2017,21720,-16941,1,6,740
2017,21720,-16560,2,4,590
2017,21720,-16810,2,6,760
2017,21720,-16793,2,5,690
2017,21720,-16995,1,5,720
2017,21720,-16964,1,5,680
2017,21720,-16576,1,4,490
2017,21720,-16679,1,4,540
2017,21720,-16334,2,4,600
2017,21720,-16378,2,1,260
2017,21720,-16816,2,6,720
2017,21720,-16831,1,4,530
2017,21720,-16770,2,2,420
2017,21720,-17017,1,2,360
2017,21720,-17025,2,4,580
2017,21720,-16939,1,4,590
2017,21720,-16996,2,4,500
2017,21720,-16808,1,2,370
2017,21720,-16526,1,4,580
2017,21720,-17054,1,6,730
2017,21720,-16934,2,5,670
2017,21720,-16829,1,1,250
2017,21720,-16546,2,4,530
2017,21720,-16835,2,3,440
2017,21720,-16338,2,3,450
2017,21720,-16970,1,5,640
2017,21720,-16340,1,2,340
2017,21720,-16807,1,2,370
2017,21720,-16510,1,2,420
2017,21720,-16947,1,5,650
2017,21720,-16495,2,6,750
2017,21720,-16767,1,4,530
2017,21720,-16591,2,5,650
2017,21720,-16370,3,1,150
2017,21720,-16557,1,3,480
2017,21720,-16515,2,5,720
2017,21720,-16952,2,3,500
2017,21720,-16778,1,4,510
2017,21720,-16781,2,5,660
2017,21720,-17054,1,5,700
2017,21720,-17033,1,2,320
2017,21720,-17038,1,5,700
2017,21720,-16361,2,1,280
2017,21720,-16567,2,6,790
2017,21720,-16808,1,1,240
2017,21720,-16776,2,2,350
2017,21720,-16772,1,4,550
2017,21720,-16524,1,4,550
2017,21720,-16587,1,3,420
2017,21720,-16982,1,3,420
2017,21720,-17011,2,6,740
2017,21720,-16361,1,3,460
2017,21720,-16505,2,4,620
2017,21720,-16958,2,4,570
2017,21720,-16982,1,4,500
2017,21720,-16498,2,5,620
2017,21720,-17033,1,5,670
2017,21720,-16379,2,4,560
2017,21720,-16769,2,4,570
2017,21720,-16686,1,3,460
2017,21720,-17022,1,6,790
2017,21720,-17021,2,6,790
2017,21720,-16573,1,2,420
2017,21720,-16340,2,2,400
2017,21720,-16932,1,4,600
2017,21720,-17015,2,4,640
2017,21720,-16985,2,2,300
2017,21720,-16512,2,2,430
2017,21720,-16588,1,4,570
2017,21720,-17046,2,4,550
2017,21720,-16821,2,1,230
2017,21720,-16796,2,4,580
2017,21720,-16344,2,2,400
2017,21720,-16553,1,5,590
2017,21720,-16970,2,5,640
2017,21720,-16780,2,4,620
2017,21720,-16580,1,3,410
2017,21720,-16828,2,4,550
2017,21720,-16337,1,4,540
2017,21720,-16773,2,4,510
2017,21720,-16673,2,3,490
2017,21720,-16979,1,3,440
2017,21720,-16557,1,2,390
2017,21720,-16552,2,5,690
2017,21720,-16816,1,2,430
2017,21720,-16365,2,6,860
2017,21720,-16509,1,2,400
2017,21720,-16540,2,6,790
2017,21720,-16500,1,1,260
2017,21720,-16984,2,4,570
2017,21720,-17034,2,4,590
2017,21720,-16552,1,2,400
2017,21720,-16371,2,2,410
2017,21720,-16667,1,4,590
2017,21720,-16784,1,4,540
2017,21720,-16820,1,3,440
2017,21720,-16929,1,4,600
2017,21720,-16511,2,4,620
2017,21720,-16371,2,5,660
2017,21720,-16938,1,5,700
2017,21720,-16582,1,4,480
2017,21720,-16362,1,2,330
2017,21720,-16815,1,5,540
2017,21720,-16551,1,3,460
2017,21720,-16373,1,6,720
2017,21720,-17032,1,6,760
2017,21720,-16358,1,4,510
2017,21720,-16792,1,5,610
2017,21720,-16533,1,4,530
2017,21720,-16806,2,4,570
2017,21720,-16349,1,2,400
2017,21720,-17046,2,6,790
2017,21720,-16352,1,3,460
2017,21720,-17010,2,4,560
2017,21720,-16994,2,4,540
2017,21720,-16980,1,2,330
2017,21720,-16521,1,4,550
2017,21720,-16797,1,4,560
2017,21720,-16984,2,2,290
2017,21720,-16547,1,3,430
2017,21720,-16522,2,6,790
2017,21720,-16669,1,4,570
2017,21720,-16790,2,6,750
2017,21720,-16544,1,3,480
2017,21720,-16334,1,4,530
2017,21720,-17007,2,7,780
2017,21720,-16933,1,5,610
2017,21720,-16780,1,5,580
2017,21720,-16530,2,6,780
2017,21720,-16821,1,2,350
2017,21720,-16678,1,2,390
2017,21720,-16991,2,6,770
2017,21720,-16508,1,2,420
2017,21720,-17022,2,4,630
2017,21720,-16339,2,5,710
2017,21720,-16575,2,4,500
2017,21720,-17027,1,4,600
2017,21720,-16557,2,6,750
2017,21720,-17020,2,6,750
2017,21720,-16796,1,5,650
2017,21720,-16493,1,4,600
2017,21720,-16342,2,6,800
2017,21720,-16495,2,4,570
2017,21720,-16946,1,4,540
2017,21720,-16771,2,1,260
2017,21720,-17020,1,5,630
2017,21720,-16828,1,2,390
2017,21720,-16671,2,3,500
2017,21720,-16530,2,5,770
2017,21720,-16809,2,4,630
2017,21720,-16325,2,5,760
2017,21720,-16581,2,3,420
2017,21720,-16999,1,6,770
2017,21720,-16589,2,4,540
2017,21720,-16944,1,4,600
2017,21720,-16337,2,3,470
2017,21720,-16369,1,5,710
2017,21720,-16674,2,2,410
2017,21720,-16987,2,3,420
2017,21720,-16775,1,2,370
2017,21720,-16588,2,4,520
2017,21720,-16938,1,4,510
2017,21720,-17046,1,6,740
2017,21720,-16340,1,4,580
2017,21720,-16931,1,4,550
2017,21720,-16505,1,5,630
2017,21720,-16781,1,4,580
2017,21720,-16365,2,6,810
2017,21720,-16804,2,6,750
2017,21720,-16573,2,4,560
2017,21720,-16584,2,6,770
2017,21720,-16507,2,1,170
2017,21720,-16818,2,6,740
2017,21720,-16985,1,3,460
2017,21720,-17032,2,6,740
2017,21720,-16493,1,3,460
2017,21720,-16544,2,5,620
2017,21720,-16774,1,4,520
2017,21720,-16591,1,3,450
2017,21720,-16677,2,6,760
2017,21720,-17037,2,6,780
2017,21720,-16345,1,4,570
2017,21720,-16379,2,4,590
2017,21720,-16328,2,8,980
2017,21720,-17011,1,4,610
2017,21720,-16985,1,4,520
2017,21720,-16537,2,4,580
2017,21720,-16556,1,3,450
2017,21720,-16935,2,6,780
2017,21720,-16520,1,2,410
2017,21720,-16786,1,4,530
2017,21720,-16979,2,4,540
2017,21720,-16935,2,6,820
2017,21720,-17004,1,2,270
2017,21720,-16837,1,5,620
2017,21720,-16786,1,4,500
2017,21720,-16786,2,5,610
2017,21720,-16989,2,3,440
2017,21720,-16352,2,1,230
2017,21720,-16553,1,2,410
2017,21720,-16955,2,6,750
2017,21720,-16491,1,1,250
2017,21720,-17013,1,5,650
2017,21720,-16789,2,6,790
2017,21720,-16791,1,7,820
2017,21720,-16772,1,4,540
2017,21720,-16819,2,6,720
2017,21720,-16968,2,5,630
2017,21720,-16984,1,4,570
2017,21720,-17014,1,4,550
2017,21720,-16343,2,5,670
2017,21720,-16323,2,2,420
2017,21720,-16331,1,3,480
2017,21720,-16967,2,6,750
2017,21720,-16522,1,4,550
2017,21720,-16343,1,2,380
2017,21720,-16510,1,3,510
2017,21720,-16360,2,3,460
2017,21720,-17029,2,6,760
2017,21720,-16351,1,4,600
2017,21720,-16949,1,4,550
2017,21720,-16930,2,4,540
2017,21720,-16366,1,3,470
2017,21720,-16590,2,4,550
2017,21720,-16572,1,5,670
2017,21720,-16798,2,5,610
2017,21720,-16368,1,5,670
2017,21720,-16776,1,3,420
2017,21720,-16344,2,4,600
2017,21720,-16353,1,6,800
2017,21720,-16526,1,4,530
2017,21720,-16377,1,1,250
2017,21720,-16783,1,3,460
2017,21720,-17055,1,6,740
2017,21720,-16572,2,5,660
2017,21720,-16553,2,6,650
2017,21720,-16491,1,5,520
2017,21720,-17043,1,5,670
2017,21720,-16569,1,2,410
2017,21720,-16375,1,4,510
2017,21720,-16508,1,6,800
2017,21720,-16566,2,4,560
2017,21720,-16336,1,6,720
2017,21720,-16564,1,4,590
2017,21720,-16969,1,5,680
2017,21720,-16574,2,4,520
2017,21720,-16490,1,1,270
2017,21720,-17028,2,5,700
2017,21720,-16945,2,4,610
2017,21720,-16541,1,2,440
2017,21720,-16965,2,5,630
2017,21720,-16957,1,4,530
2017,21720,-16974,2,3,500
2017,21720,-16774,2,3,450
2017,21720,-16492,2,4,610
2017,21720,-16552,2,4,550
2017,21720,-17031,2,5,640
2017,21720,-16821,2,4,530
2017,21720,-17003,2,5,650
2017,21720,-17023,2,5,690
2017,21720,-16345,2,4,630
2017,21720,-17045,1,5,650
2017,21720,-16988,1,2,270
2017,21720,-16507,2,1,230
2017,21720,-16784,2,6,810
2017,21720,-16353,2,2,360
2017,21720,-16502,1,5,690
2017,21720,-16515,1,6,750
2017,21720,-16503,2,2,390
2017,21720,-16537,1,6,770
2017,21720,-16350,1,4,520
2017,21720,-17047,2,6,750
2017,21720,-17002,2,4,520
2017,21720,-16684,1,4,570
2017,21720,-16336,2,6,750
2017,21720,-16576,2,3,400
2017,21720,-16343,2,7,830
2017,21720,-16345,2,4,520
2017,21720,-16590,2,5,640
2017,21720,-16964,2,6,790
2017,21720,-16541,1,4,580
2017,21720,-16942,2,5,670
2017,21720,-16797,2,4,560
2017,21720,-16815,2,4,560
2017,21720,-16346,2,1,230
2017,21720,-16376,2,6,740
2017,21720,-16540,1,4,600
2017,21720,-17021,1,4,620
2017,21720,-17055,1,6,760
2017,21720,-16497,1,1,210
2017,21720,-16527,2,4,580
2017,21720,-17029,1,5,730
2017,21720,-16516,2,4,590
2017,21720,-16359,2,5,660
2017,21720,-17020,1,5,700
2017,21720,-16590,1,4,600
2017,21720,-16524,1,4,540
2017,21720,-16669,1,4,600
2017,21720,-16578,2,5,730
2017,21720,-16589,1,4,550
2017,21720,-17008,2,6,770
2017,21720,-17009,1,4,560
2017,21720,-16503,2,4,520
2017,21720,-16966,1,5,700
2017,21720,-16323,1,4,530
2017,21720,-16933,2,5,670
2017,21720,-16582,2,5,710
2017,21720,-16950,1,4,580
2017,21720,-16587,2,5,640
2017,21720,-16324,1,3,520
2017,21720,-16771,1,2,400
2017,21720,-16957,2,5,660
2017,21720,-16805,1,4,580
2017,21720,-16678,1,3,500
2017,21720,-16948,1,4,640
2017,21720,-16554,1,3,470
2017,21720,-16370,1,4,540
2017,21720,-16363,1,2,350
