year,species_code,hauljoin,sex,age,length
2021,21740,-19894,2,9,520
2021,21740,-19854,1,8,500
2021,21740,-19936,1,2,310
2021,21740,-19900,1,8,510
2021,21740,-19902,1,6,480
2021,21740,-19913,2,6,490
2021,21740,-19859,2,7,580
2021,21740,-19858,2,11,590
2021,21740,-19863,1,7,500
2021,21740,-19886,1,11,520
2021,21740,-19889,1,6,450
2021,21740,-19891,2,2,290
2021,21740,-19906,1,6,460
2021,21740,-19907,2,7,480
2021,21740,-19909,2,9,530
2021,21740,-19911,2,7,480
2021,21740,-19894,1,8,530
2021,21740,-19854,1,7,510
2021,21740,-19936,2,7,530
2021,21740,-19899,2,9,610
2021,21740,-19902,1,8,530
2021,21740,-19913,2,3,350
2021,21740,-19858,2,11,550
2021,21740,-19863,1,14,660
2021,21740,-19886,1,5,400
2021,21740,-19888,1,9,540
2021,21740,-19892,2,6,480
2021,21740,-19903,1,6,480
2021,21740,-19905,2,8,570
2021,21740,-19908,1,4,410
2021,21740,-19909,1,6,460
2021,21740,-19910,2,7,540
2021,21740,-19894,1,8,520
2021,21740,-19895,1,9,490
2021,21740,-19936,2,6,460
2021,21740,-19902,1,7,480
2021,21740,-19912,1,8,490
2021,21740,-19913,2,9,510
2021,21740,-19913,2,5,420
2021,21740,-19913,2,2,250
2021,21740,-19861,2,12,580
2021,21740,-19863,1,9,580
2021,21740,-19884,2,11,640
2021,21740,-19886,1,7,490
2021,21740,-19903,1,7,500
2021,21740,-19903,2,7,550
2021,21740,-19906,1,6,440
2021,21740,-19906,1,1,210
2021,21740,-19911,1,7,530
2021,21740,-19911,2,8,620
2021,21740,-19854,1,12,560
2021,21740,-19855,2,14,580
2021,21740,-19899,2,8,600
2021,21740,-19900,1,8,520
2021,21740,-19915,1,6,470
2021,21740,-19859,1,7,540
2021,21740,-19858,2,12,640
2021,21740,-19860,1,9,520
2021,21740,-19888,2,2,250
2021,21740,-19889,1,7,460
2021,21740,-19891,2,7,500
2021,21740,-19891,2,7,480
2021,21740,-19892,2,4,420
2021,21740,-19908,1,6,430
2021,21740,-19909,1,7,460
2021,21740,-19909,2,7,490
2021,21740,-19853,1,10,620
2021,21740,-19937,1,7,530
2021,21740,-19938,1,8,480
2021,21740,-19898,2,11,580
2021,21740,-19898,2,14,610
2021,21740,-19912,1,4,440
2021,21740,-19912,2,6,460
2021,21740,-19859,2,14,630
2021,21740,-19857,2,10,580
2021,21740,-19883,2,11,550
2021,21740,-19889,1,10,540
2021,21740,-19890,2,7,540
2021,21740,-19904,1,2,260
2021,21740,-19904,1,7,480
2021,21740,-19908,2,10,560
2021,21740,-19908,2,8,570
2021,21740,-19911,2,7,540
2021,21740,-19940,2,7,510
2021,21740,-19941,2,11,550
2021,21740,-19946,2,12,570
2021,21740,-19947,1,7,460
2021,21740,-19952,1,12,650
2021,21740,-19952,2,10,530
2021,21740,-19978,1,2,280
2021,21740,-19978,2,7,480
2021,21740,-19983,2,9,580
2021,21740,-19988,1,6,460
2021,21740,-19990,1,4,400
2021,21740,-19990,3,1,180
2021,21740,-19991,3,1,180
2021,21740,-19994,1,2,260
2021,21740,-19995,1,6,490
2021,21740,-19999,2,11,560
2021,21740,-20000,2,6,500
2021,21740,-19938,1,7,540
2021,21740,-19944,1,8,500
2021,21740,-19944,2,11,620
2021,21740,-19949,1,10,520
2021,21740,-19950,1,9,510
2021,21740,-19975,1,7,500
2021,21740,-19976,1,6,470
2021,21740,-19980,1,7,490
2021,21740,-19980,1,6,470
2021,21740,-19989,1,6,450
2021,21740,-19989,1,7,470
2021,21740,-19992,2,5,510
2021,21740,-19997,2,7,480
2021,21740,-19997,2,8,550
2021,21740,-20058,1,7,520
2021,21740,-20059,1,6,480
2021,21740,-19941,1,8,480
2021,21740,-19941,2,9,550
2021,21740,-19946,2,10,580
2021,21740,-19947,2,7,490
2021,21740,-19951,1,6,470
2021,21740,-19952,2,7,530
2021,21740,-19977,2,8,580
2021,21740,-19978,2,7,490
2021,21740,-19983,2,10,590
2021,21740,-19983,2,7,500
2021,21740,-19990,1,7,490
2021,21740,-19991,2,5,480
2021,21740,-19994,3,1,140
2021,21740,-19995,2,4,430
2021,21740,-20000,2,7,570
2021,21740,-20000,2,10,610
2021,21740,-19942,1,10,510
2021,21740,-19942,2,9,610
2021,21740,-19945,1,6,470
2021,21740,-19975,1,6,470
2021,21740,-19977,1,7,500
2021,21740,-19977,2,8,500
2021,21740,-19988,1,5,460
2021,21740,-19989,1,7,450
2021,21740,-19990,1,6,500
2021,21740,-19995,2,9,580
2021,21740,-19996,1,7,550
2021,21740,-19998,1,10,580
2021,21740,-19999,1,6,450
2021,21740,-19939,2,7,590
2021,21740,-19943,1,10,570
2021,21740,-19945,2,7,470
2021,21740,-19947,2,9,540
2021,21740,-19951,1,7,430
2021,21740,-19953,2,8,590
2021,21740,-19977,1,6,440
2021,21740,-19979,2,11,570
2021,21740,-19980,2,8,530
2021,21740,-19988,1,6,470
2021,21740,-19990,1,7,500
2021,21740,-19991,1,6,470
2021,21740,-19993,1,7,510
2021,21740,-19996,1,6,460
2021,21740,-19998,2,7,530
2021,21740,-20001,1,8,530
2021,21740,-19940,1,8,490
2021,21740,-19942,2,8,590
2021,21740,-19944,2,9,640
2021,21740,-19946,1,7,490
2021,21740,-19948,1,9,500
2021,21740,-19950,2,6,510
2021,21740,-19953,1,5,410
2021,21740,-19975,1,6,460
2021,21740,-19977,2,5,430
2021,21740,-19979,1,11,590
2021,21740,-19980,1,8,500
2021,21740,-19983,2,6,540
2021,21740,-19990,1,7,470
2021,21740,-19991,1,6,480
2021,21740,-19994,2,6,510
2021,21740,-19996,1,6,450
2021,21740,-19999,1,6,480
2021,21740,-20001,2,9,550
2021,21740,-20060,2,7,530
2021,21740,-19939,2,9,530
2021,21740,-19940,2,10,620
2021,21740,-19948,1,7,550
2021,21740,-19948,2,13,650
2021,21740,-19950,2,7,500
2021,21740,-19951,1,9,550
2021,21740,-19978,2,1,200
2021,21740,-19979,2,6,480
2021,21740,-19980,2,8,530
2021,21740,-19983,1,7,490
2021,21740,-19991,2,5,430
2021,21740,-19991,1,7,510
2021,21740,-19993,1,4,430
2021,21740,-19994,2,7,510
2021,21740,-20001,2,7,500
2021,21740,-20058,2,8,550
2021,21740,-20059,1,6,500
2021,21740,-20060,2,7,500
2021,21740,-19938,2,7,570
2021,21740,-19939,2,7,500
2021,21740,-19943,2,10,590
2021,21740,-19943,2,10,640
2021,21740,-19949,2,8,510
2021,21740,-19949,2,7,550
2021,21740,-19976,1,7,460
2021,21740,-19976,1,9,550
2021,21740,-19979,2,6,500
2021,21740,-19979,2,5,450
2021,21740,-19989,1,6,500
2021,21740,-19989,1,6,440
2021,21740,-19992,1,6,500
2021,21740,-19993,2,7,540
2021,21740,-19996,3,1,160
2021,21740,-19997,2,7,500
2021,21740,-19998,1,6,450
2021,21740,-20058,2,9,560
2021,21740,-20059,2,8,620
2021,21740,-20064,2,7,530
2021,21740,-20092,1,6,470
2021,21740,-20093,2,10,560
2021,21740,-20097,2,7,530
2021,21740,-20097,2,7,490
2021,21740,-20101,1,7,480
2021,21740,-20101,2,7,490
2021,21740,-20107,1,5,430
2021,21740,-20107,2,8,500
2021,21740,-20171,2,4,400
2021,21740,-20171,2,9,560
2021,21740,-20191,3,1,140
2021,21740,-20191,3,1,140
2021,21740,-20195,2,7,460
2021,21740,-20196,1,2,250
2021,21740,-20200,1,7,440
2021,21740,-20201,1,7,530
2021,21740,-20247,2,5,430
2021,21740,-20247,2,3,360
2021,21740,-20250,2,5,420
2021,21740,-20250,1,7,490
2021,21740,-20253,2,5,460
2021,21740,-20253,2,6,440
2021,21740,-20279,1,10,530
2021,21740,-20279,2,7,530
2021,21740,-20282,1,7,490
2021,21740,-20286,2,7,510
2021,21740,-20286,1,7,490
2021,21740,-20372,1,5,420
2021,21740,-20372,1,3,340
2021,21740,-20433,2,6,480
2021,21740,-20064,1,8,480
2021,21740,-20064,1,6,470
2021,21740,-20093,1,8,530
2021,21740,-20093,1,6,440
2021,21740,-20097,2,7,490
2021,21740,-20098,1,6,450
2021,21740,-20100,2,5,460
2021,21740,-20101,1,6,460
2021,21740,-20107,1,8,490
2021,21740,-20107,1,8,500
2021,21740,-20171,1,2,240
2021,21740,-20171,2,1,210
2021,21740,-20188,1,6,440
2021,21740,-20191,2,7,510
2021,21740,-20191,1,1,200
2021,21740,-20195,2,3,370
2021,21740,-20195,2,3,380
2021,21740,-20201,2,10,610
2021,21740,-20201,2,7,500
2021,21740,-20246,2,6,470
2021,21740,-20246,2,5,430
2021,21740,-20250,2,4,420
2021,21740,-20250,1,4,390
2021,21740,-20253,2,7,500
2021,21740,-20254,1,7,470
2021,21740,-20278,2,11,520
2021,21740,-20278,2,7,510
2021,21740,-20279,2,10,540
2021,21740,-20282,2,7,510
2021,21740,-20282,2,8,590
2021,21740,-20286,1,6,490
2021,21740,-20369,1,7,490
2021,21740,-20371,1,2,310
2021,21740,-20372,1,4,370
2021,21740,-20433,2,7,510
2021,21740,-20433,1,5,480
2021,21740,-20062,1,10,590
2021,21740,-20063,1,9,560
2021,21740,-20065,2,9,620
2021,21740,-20066,2,7,520
2021,21740,-20096,2,6,500
2021,21740,-20097,1,7,470
2021,21740,-20098,1,7,490
2021,21740,-20098,2,4,410
2021,21740,-20099,1,11,540
2021,21740,-20106,1,9,540
2021,21740,-20106,1,7,510
2021,21740,-20107,2,6,490
2021,21740,-20108,2,6,530
2021,21740,-20190,1,6,470
2021,21740,-20190,2,2,260
2021,21740,-20192,2,1,160
2021,21740,-20192,1,2,270
2021,21740,-20199,1,6,480
2021,21740,-20200,2,7,480
2021,21740,-20202,2,6,450
2021,21740,-20203,2,6,510
2021,21740,-20249,1,4,380
2021,21740,-20249,2,5,420
2021,21740,-20250,1,6,440
2021,21740,-20251,2,2,310
2021,21740,-20255,2,8,540
2021,21740,-20278,1,8,580
2021,21740,-20279,2,7,510
2021,21740,-20280,2,8,530
2021,21740,-20285,1,6,470
2021,21740,-20286,2,7,520
2021,21740,-20369,2,8,510
2021,21740,-20369,2,6,490
2021,21740,-20432,2,7,530
2021,21740,-20432,2,7,540
2021,21740,-20061,1,10,570
2021,21740,-20062,1,10,570
2021,21740,-20066,2,8,470
2021,21740,-20090,2,6,470
2021,21740,-20095,2,6,490
2021,21740,-20095,1,7,490
2021,21740,-20099,1,7,460
2021,21740,-20099,2,7,490
2021,21740,-20104,2,8,500
2021,21740,-20104,1,10,520
2021,21740,-20108,2,7,500
2021,21740,-20170,3,1,140
2021,21740,-20189,1,6,460
2021,21740,-20189,1,1,180
2021,21740,-20192,1,2,230
2021,21740,-20193,2,4,400
2021,21740,-20193,1,3,340
2021,21740,-20197,1,7,490
2021,21740,-20198,2,7,520
2021,21740,-20203,2,5,470
2021,21740,-20204,1,8,540
2021,21740,-20248,2,5,460
2021,21740,-20248,2,4,400
2021,21740,-20251,1,6,450
2021,21740,-20252,1,4,380
2021,21740,-20255,1,4,400
2021,21740,-20255,2,7,530
2021,21740,-20280,1,6,450
2021,21740,-20281,1,7,480
2021,21740,-20283,2,7,510
2021,21740,-20285,2,8,500
2021,21740,-20285,2,7,490
2021,21740,-20370,2,8,570
2021,21740,-20370,1,3,360
2021,21740,-20373,2,7,480
2021,21740,-20373,1,5,440
2021,21740,-20063,1,7,490
2021,21740,-20066,1,6,490
2021,21740,-20091,2,6,470
2021,21740,-20094,2,7,500
2021,21740,-20097,1,6,500
2021,21740,-20098,2,8,520
2021,21740,-20100,2,4,400
2021,21740,-20102,2,6,500
2021,21740,-20106,2,7,520
2021,21740,-20108,2,7,490
2021,21740,-20170,3,1,140
2021,21740,-20188,1,1,170
2021,21740,-20191,2,6,460
2021,21740,-20192,1,4,380
2021,21740,-20193,1,2,270
2021,21740,-20197,2,8,530
2021,21740,-20199,2,7,500
2021,21740,-20202,2,7,500
2021,21740,-20246,2,7,470
2021,21740,-20247,1,2,300
2021,21740,-20249,1,4,420
2021,21740,-20251,1,2,270
2021,21740,-20252,2,11,550
2021,21740,-20254,1,6,460
2021,21740,-20278,2,8,520
2021,21740,-20279,2,9,590
2021,21740,-20281,1,7,480
2021,21740,-20283,2,7,480
2021,21740,-20285,1,6,480
2021,21740,-20369,2,2,270
2021,21740,-20371,1,7,490
2021,21740,-20372,2,2,320
2021,21740,-20432,1,6,470
2021,21740,-20061,2,8,600
2021,21740,-20062,1,12,640
2021,21740,-20090,2,8,560
2021,21740,-20090,2,4,420
2021,21740,-20095,2,6,490
2021,21740,-20096,1,11,600
2021,21740,-20099,1,8,490
2021,21740,-20099,2,1,170
2021,21740,-20104,2,5,490
2021,21740,-20104,1,7,510
2021,21740,-20106,2,8,520
2021,21740,-20108,2,8,470
2021,21740,-20170,3,1,130
2021,21740,-20189,2,5,460
2021,21740,-20189,1,2,260
2021,21740,-20193,2,7,550
2021,21740,-20193,1,2,310
2021,21740,-20198,2,6,480
2021,21740,-20198,2,8,490
2021,21740,-20203,1,5,440
2021,21740,-20204,2,13,600
2021,21740,-20248,2,6,510
2021,21740,-20249,1,4,390
2021,21740,-20251,1,5,430
2021,21740,-20252,1,7,500
2021,21740,-20252,2,7,480
2021,21740,-20255,1,8,520
2021,21740,-20255,1,7,500
2021,21740,-20280,2,7,500
2021,21740,-20280,1,8,490
2021,21740,-20283,2,6,470
2021,21740,-20285,2,7,520
2021,21740,-20370,2,4,420
2021,21740,-20370,1,3,390
2021,21740,-20373,1,6,480
2021,21740,-20432,1,7,490
2021,21740,-20061,2,10,580
2021,21740,-20091,1,7,450
2021,21740,-20091,2,2,250
2021,21740,-20092,1,2,250
2021,21740,-20093,3,1,140
2021,21740,-20094,2,3,390
2021,21740,-20100,2,7,470
2021,21740,-20100,2,7,510
2021,21740,-20101,2,9,520
2021,21740,-20104,2,7,520
2021,21740,-20170,3,1,120
2021,21740,-20171,1,8,480
2021,21740,-20188,2,6,500
2021,21740,-20189,2,6,510
2021,21740,-20194,2,5,430
2021,21740,-20194,1,2,290
2021,21740,-20196,1,6,430
2021,21740,-20197,2,11,550
2021,21740,-20204,2,8,570
2021,21740,-20246,1,6,480
2021,21740,-20247,1,4,380
2021,21740,-20248,1,5,450
2021,21740,-20252,2,7,480
2021,21740,-20253,1,7,460
2021,21740,-20254,1,7,470
2021,21740,-20254,2,5,440
2021,21740,-20281,1,8,490
2021,21740,-20281,2,7,510
2021,21740,-20282,1,6,490
2021,21740,-20370,1,3,380
2021,21740,-20371,2,6,470
2021,21740,-20371,1,6,470
2021,21740,-20372,2,4,390
2021,21740,-20373,2,7,540
2021,21740,-20060,1,9,500
2021,21740,-20063,1,9,540
2021,21740,-20065,2,7,510
2021,21740,-20092,1,7,500
2021,21740,-20094,2,6,460
2021,21740,-20096,1,7,480
2021,21740,-20098,2,8,590
2021,21740,-20100,2,7,520
2021,21740,-20101,2,8,540
2021,21740,-20106,1,6,510
2021,21740,-20108,2,8,530
2021,21740,-20170,3,1,150
2021,21740,-20188,2,3,340
2021,21740,-20190,2,5,430
2021,21740,-20192,2,3,330
2021,21740,-20194,1,4,360
2021,21740,-20196,2,3,400
2021,21740,-20199,1,4,420
2021,21740,-20200,2,6,510
2021,21740,-20202,2,6,480
2021,21740,-20246,1,6,450
2021,21740,-20247,1,4,370
2021,21740,-20248,1,4,400
2021,21740,-20249,2,5,380
2021,21740,-20251,2,4,360
2021,21740,-20253,1,11,560
2021,21740,-20254,2,8,530
2021,21740,-20278,1,7,470
2021,21740,-20280,2,8,520
2021,21740,-20281,2,8,520
2021,21740,-20283,2,8,530
2021,21740,-20286,2,7,570
2021,21740,-20369,2,7,510
2021,21740,-20371,2,6,460
2021,21740,-20373,2,7,510
2021,21740,-20432,2,8,520
2021,21740,-20433,1,6,450
2021,21740,-20434,1,2,280
2021,21740,-20434,2,7,510
2021,21740,-20441,2,6,450
2021,21740,-20442,2,7,500
2021,21740,-20443,2,2,260
2021,21740,-20443,1,3,350
2021,21740,-20460,1,7,450
2021,21740,-20461,1,5,430
2021,21740,-20462,2,2,270
2021,21740,-20463,1,6,440
2021,21740,-20472,1,2,280
2021,21740,-20473,2,7,490
2021,21740,-20474,1,8,520
2021,21740,-20474,2,3,360
2021,21740,-20571,1,6,500
2021,21740,-20571,2,8,550
2021,21740,-20572,1,7,450
2021,21740,-20434,2,6,470
2021,21740,-20435,1,3,370
2021,21740,-20440,1,6,490
2021,21740,-20440,1,2,300
2021,21740,-20441,1,4,370
2021,21740,-20443,1,3,340
2021,21740,-20457,1,7,480
2021,21740,-20459,2,6,470
2021,21740,-20460,2,3,360
2021,21740,-20463,1,3,320
2021,21740,-20463,2,7,510
2021,21740,-20471,2,2,240
2021,21740,-20472,1,2,300
2021,21740,-20554,1,7,470
2021,21740,-20554,1,2,230
2021,21740,-20570,2,6,470
2021,21740,-20570,2,6,480
2021,21740,-20439,1,5,410
2021,21740,-20439,1,7,530
2021,21740,-20442,2,2,330
2021,21740,-20442,1,2,310
2021,21740,-20458,1,6,500
2021,21740,-20458,2,7,520
2021,21740,-20461,2,8,510
2021,21740,-20462,2,6,440
2021,21740,-20464,1,2,290
2021,21740,-20470,2,2,240
2021,21740,-20473,1,7,480
2021,21740,-20473,1,7,460
2021,21740,-20555,2,9,520
2021,21740,-20556,1,6,430
2021,21740,-20571,2,13,570
2021,21740,-20572,2,7,490
2021,21740,-20434,1,8,540
2021,21740,-20435,3,1,140
2021,21740,-20439,2,6,440
2021,21740,-20441,2,4,370
2021,21740,-20443,2,3,330
2021,21740,-20457,2,5,420
2021,21740,-20459,2,12,630
2021,21740,-20460,1,8,500
2021,21740,-20462,1,8,490
2021,21740,-20464,1,7,480
2021,21740,-20470,1,11,550
2021,21740,-20472,1,3,320
2021,21740,-20473,1,5,440
2021,21740,-20474,2,3,350
2021,21740,-20554,2,4,360
2021,21740,-20556,1,2,280
2021,21740,-20570,1,7,470
2021,21740,-20571,2,6,480
2021,21740,-20572,2,7,510
2021,21740,-20434,2,7,530
2021,21740,-20435,1,2,290
2021,21740,-20440,1,4,360
2021,21740,-20441,1,3,340
2021,21740,-20457,1,7,520
2021,21740,-20457,2,3,340
2021,21740,-20460,2,6,450
2021,21740,-20460,1,8,520
2021,21740,-20463,1,8,530
2021,21740,-20463,2,9,540
2021,21740,-20464,2,8,510
2021,21740,-20471,1,2,220
2021,21740,-20471,2,10,650
2021,21740,-20474,2,2,320
2021,21740,-20554,1,2,280
2021,21740,-20570,1,7,460
2021,21740,-20570,2,6,500
2021,21740,-20435,1,9,500
2021,21740,-20435,2,7,490
2021,21740,-20439,2,7,540
2021,21740,-20440,2,2,290
2021,21740,-20457,2,7,490
2021,21740,-20458,2,2,260
2021,21740,-20459,1,9,530
2021,21740,-20459,2,7,480
2021,21740,-20464,2,8,500
2021,21740,-20464,2,7,480
2021,21740,-20470,1,7,510
2021,21740,-20471,1,11,570
2021,21740,-20554,2,7,490
2021,21740,-20555,1,3,330
2021,21740,-20556,2,5,450
2021,21740,-20556,2,3,340
2021,21740,-20433,2,2,260
2021,21740,-20435,2,4,390
2021,21740,-20440,2,4,380
2021,21740,-20441,1,6,470
2021,21740,-20443,1,2,250
2021,21740,-20457,2,6,490
2021,21740,-20459,1,7,500
2021,21740,-20461,1,2,260
2021,21740,-20462,2,3,350
2021,21740,-20464,2,9,510
2021,21740,-20471,1,2,220
2021,21740,-20473,2,7,490
2021,21740,-20474,1,4,360
2021,21740,-20555,1,3,340
2021,21740,-20556,2,3,300
2021,21740,-20571,1,7,520
2021,21740,-20433,1,8,490
2021,21740,-20439,1,2,280
2021,21740,-20439,1,6,450
2021,21740,-20442,1,6,470
2021,21740,-20442,1,2,310
2021,21740,-20458,1,7,520
2021,21740,-20458,2,7,540
2021,21740,-20458,2,7,480
2021,21740,-20461,2,8,570
2021,21740,-20461,2,3,340
2021,21740,-20470,2,2,280
2021,21740,-20470,2,2,300
2021,21740,-20473,2,3,330
2021,21740,-20474,1,6,440
2021,21740,-20555,2,5,450
2021,21740,-20572,1,7,480
2021,21740,-20572,1,5,450
2022,21740,-21260,1,10,580
2022,21740,-21275,1,7,540
2022,21740,-21277,3,1,90
2022,21740,-21292,3,1,100
2022,21740,-21294,2,7,520
2022,21740,-21303,1,4,440
2022,21740,-21327,1,5,460
2022,21740,-21336,2,10,560
2022,21740,-21337,1,8,540
2022,21740,-21338,1,1,170
2022,21740,-21355,2,4,430
2022,21740,-21357,1,5,460
2022,21740,-21377,2,8,540
2022,21740,-21382,2,12,580
2022,21740,-21392,2,13,600
2022,21740,-21398,2,13,660
2022,21740,-21405,1,8,510
2022,21740,-21424,2,8,520
2022,21740,-21426,2,6,460
2022,21740,-21450,3,1,120
2022,21740,-21452,3,1,120
2022,21740,-21468,2,11,660
2022,21740,-21469,1,4,340
2022,21740,-21471,1,4,400
2022,21740,-21475,1,5,450
2022,21740,-21246,2,8,550
2022,21740,-21244,2,8,580
2022,21740,-21243,1,7,460
2022,21740,-21164,1,2,310
2022,21740,-21163,2,7,530
2022,21740,-21145,2,4,410
2022,21740,-21144,1,4,410
2022,21740,-21142,2,8,530
2022,21740,-21126,1,7,480
2022,21740,-21124,2,4,400
2022,21740,-21123,2,7,500
2022,21740,-21112,1,1,170
2022,21740,-21110,2,9,600
2022,21740,-21105,2,9,580
2022,21740,-21094,1,8,560
2022,21740,-21060,1,11,540
2022,21740,-21262,3,1,110
2022,21740,-21276,1,11,620
2022,21740,-21291,1,7,470
2022,21740,-21259,1,7,490
2022,21740,-21303,1,7,490
2022,21740,-21304,1,7,520
2022,21740,-21326,2,7,550
2022,21740,-21328,1,7,460
2022,21740,-21329,2,4,440
2022,21740,-21338,2,4,440
2022,21740,-21339,1,7,460
2022,21740,-21355,1,8,520
2022,21740,-21356,2,5,440
2022,21740,-21357,2,6,460
2022,21740,-21378,1,7,490
2022,21740,-21380,1,7,550
2022,21740,-21391,3,1,110
2022,21740,-21396,1,9,580
2022,21740,-21403,1,12,670
2022,21740,-21406,2,11,640
2022,21740,-21425,2,7,500
2022,21740,-21427,1,7,480
2022,21740,-21451,2,7,470
2022,21740,-21453,2,6,480
2022,21740,-21469,2,1,110
2022,21740,-21470,2,4,460
2022,21740,-21471,2,1,150
2022,21740,-21245,2,7,530
2022,21740,-21243,2,7,550
2022,21740,-21165,2,8,550
2022,21740,-21164,1,7,500
2022,21740,-21147,2,10,580
2022,21740,-21145,1,5,430
2022,21740,-21143,1,7,480
2022,21740,-21126,2,1,150
2022,21740,-21125,2,7,490
2022,21740,-21124,1,5,440
2022,21740,-21113,2,7,500
2022,21740,-21112,1,8,490
2022,21740,-21106,1,8,540
2022,21740,-21104,1,6,490
2022,21740,-21061,2,7,520
2022,21740,-21077,2,10,550
2022,21740,-21076,1,7,500
2022,21740,-21075,2,8,570
2022,21740,-21261,3,1,100
2022,21740,-21275,3,1,110
2022,21740,-21277,2,8,550
2022,21740,-21259,1,9,590
2022,21740,-21294,3,1,120
2022,21740,-21304,1,4,440
2022,21740,-21326,2,8,530
2022,21740,-21328,1,5,470
2022,21740,-21329,2,5,470
2022,21740,-21336,2,9,540
2022,21740,-21338,2,4,420
2022,21740,-21339,1,3,350
2022,21740,-21356,2,4,450
2022,21740,-21357,2,9,500
2022,21740,-21378,1,8,500
2022,21740,-21380,3,1,110
2022,21740,-21391,2,8,580
2022,21740,-21395,2,10,630
2022,21740,-21403,1,8,540
2022,21740,-21405,3,1,120
2022,21740,-21425,1,8,470
2022,21740,-21427,1,5,460
2022,21740,-21451,2,7,490
2022,21740,-21453,2,5,480
2022,21740,-21468,2,11,550
2022,21740,-21470,1,4,400
2022,21740,-21471,2,5,440
2022,21740,-21245,2,8,530
2022,21740,-21243,1,1,150
2022,21740,-21165,1,4,400
2022,21740,-21163,2,1,150
2022,21740,-21147,2,4,410
2022,21740,-21143,1,8,530
2022,21740,-21126,2,5,440
2022,21740,-21125,1,8,520
2022,21740,-21123,3,1,150
2022,21740,-21113,2,8,540
2022,21740,-21112,1,7,480
2022,21740,-21106,1,8,510
2022,21740,-21094,3,1,100
2022,21740,-21077,2,2,300
2022,21740,-21076,1,8,510
2022,21740,-21075,1,9,530
2022,21740,-21274,1,8,560
2022,21740,-21276,2,13,730
2022,21740,-21291,2,8,540
2022,21740,-21259,3,1,110
2022,21740,-21303,2,7,510
2022,21740,-21304,2,8,520
2022,21740,-21328,1,6,490
2022,21740,-21329,2,5,460
2022,21740,-21337,1,5,440
2022,21740,-21338,2,6,490
2022,21740,-21354,1,1,150
2022,21740,-21355,1,4,420
2022,21740,-21356,3,1,130
2022,21740,-21377,2,8,530
2022,21740,-21378,2,5,450
2022,21740,-21380,2,6,530
2022,21740,-21392,1,10,620
2022,21740,-21396,2,7,600
2022,21740,-21404,2,9,550
2022,21740,-21426,1,7,460
2022,21740,-21450,1,8,480
2022,21740,-21452,1,8,500
2022,21740,-21453,2,1,120
2022,21740,-21469,1,6,440
2022,21740,-21470,2,2,250
2022,21740,-21475,1,11,580
2022,21740,-21245,3,1,100
2022,21740,-21244,1,7,510
2022,21740,-21165,2,8,540
2022,21740,-21164,1,8,500
2022,21740,-21163,1,6,480
2022,21740,-21145,2,4,420
2022,21740,-21143,2,4,440
2022,21740,-21142,1,8,500
2022,21740,-21125,2,1,170
2022,21740,-21124,2,8,550
2022,21740,-21123,1,4,440
2022,21740,-21112,2,8,490
2022,21740,-21110,2,9,660
2022,21740,-21104,2,12,630
2022,21740,-21061,2,11,630
2022,21740,-21060,1,9,510
2022,21740,-21076,2,10,590
2022,21740,-21058,1,8,500
2022,21740,-21260,2,12,570
2022,21740,-21275,2,12,550
2022,21740,-21277,1,12,610
2022,21740,-21246,2,9,530
2022,21740,-21294,2,6,480
2022,21740,-21303,1,1,160
2022,21740,-21326,1,8,500
2022,21740,-21327,2,7,530
2022,21740,-21336,2,8,540
2022,21740,-21337,1,5,440
2022,21740,-21339,1,4,400
2022,21740,-21354,1,5,450
2022,21740,-21356,1,5,480
2022,21740,-21357,1,5,430
2022,21740,-21377,2,8,510
2022,21740,-21379,2,7,530
2022,21740,-21382,2,9,580
2022,21740,-21395,2,10,620
2022,21740,-21398,2,11,650
2022,21740,-21405,2,8,500
2022,21740,-21424,2,9,560
2022,21740,-21427,1,1,130
2022,21740,-21451,3,1,90
2022,21740,-21453,1,6,450
2022,21740,-21468,2,11,590
2022,21740,-21469,2,4,450
2022,21740,-21471,1,5,460
2022,21740,-21475,2,4,390
2022,21740,-21244,2,6,490
2022,21740,-21243,1,6,480
2022,21740,-21164,2,1,140
2022,21740,-21163,2,8,600
2022,21740,-21147,1,6,470
2022,21740,-21144,1,4,410
2022,21740,-21142,2,12,560
2022,21740,-21126,1,4,430
2022,21740,-21124,3,1,130
2022,21740,-21123,2,8,560
2022,21740,-21113,1,6,500
2022,21740,-21110,2,11,580
2022,21740,-21105,2,8,600
2022,21740,-21077,1,7,490
2022,21740,-21058,2,11,610
2022,21740,-21260,2,12,630
2022,21740,-21275,2,8,610
2022,21740,-21277,2,8,510
2022,21740,-21246,1,1,140
2022,21740,-21294,2,7,490
2022,21740,-21304,1,4,420
2022,21740,-21326,1,7,530
2022,21740,-21327,2,1,180
2022,21740,-21329,1,1,150
2022,21740,-21336,2,8,570
2022,21740,-21337,1,1,150
2022,21740,-21339,1,4,390
2022,21740,-21354,2,6,480
2022,21740,-21356,1,6,450
2022,21740,-21357,1,6,470
2022,21740,-21378,2,7,500
2022,21740,-21379,3,1,90
2022,21740,-21391,2,11,570
2022,21740,-21395,2,9,600
2022,21740,-21403,1,8,590
2022,21740,-21405,2,9,510
2022,21740,-21425,3,1,90
2022,21740,-21427,2,7,510
2022,21740,-21451,1,9,500
2022,21740,-21453,1,8,510
2022,21740,-21468,2,8,530
2022,21740,-21470,1,2,250
