year,species_code,sex,age,agepop,mean_length,sd_length
2015,21740,1,3,933167439,36.16,3.3
2015,21740,1,4,164264124,39.42,2.42
2015,21740,1,5,497180324,43.27,2.54
2015,21740,1,6,892313314,45.42,2.87
2015,21740,1,7,1603853576,48.5,3.07
2015,21740,1,8,436694133,50.2,3.53
2015,21740,1,9,100597723,53.83,3.98
2015,21740,1,10,54695844,55.92,4.02
2015,21740,1,11,2726684,59,0
2015,21740,1,12,3684810,64.36,1.64
2015,21740,1,13,17352679,57.82,4.32
2015,21740,1,14,9818118,60.59,4.36
2015,21740,1,15,6143434,62.65,4.3
2015,21740,1,16,6357666,66.93,3.45
2015,21740,1,18,1189764,64.9,3.68
2015,21740,1,20,1535324,70,0
2015,21740,2,1,146671615,16.63,1.76
2015,21740,2,2,229173538,24.12,3.22
2015,21740,2,3,826714345,36.09,3.73
2015,21740,2,4,182366180,40.12,2.22
2015,21740,2,5,449737992,44.26,2.44
2015,21740,2,6,727802556,46.49,3.37
2015,21740,2,7,1761706509,49.35,3.29
2015,21740,2,8,499046588,51.3,3.61
2015,21740,2,9,130909415,56.15,4.74
2015,21740,2,10,46458915,57.15,4.57
2015,21740,2,11,10965277,59.56,4.11
2015,21740,2,12,9630660,62.57,4.38
2015,21740,2,13,9542104,63.1,3.77
2015,21740,2,14,7591773,65.71,3.36
2015,21740,2,15,5890325,68.03,3.63
2015,21740,2,16,2299683,57,0
2015,21740,2,17,332889,70,0
2015,21740,2,18,553706,72,0
2015,21740,2,19,886595,71.25,0.97
2015,21740,3,1,555739652,13.43,1.74
2015,21740,3,2,1785441,19.1,1.44
2015,21740,3,4,1056,44,0
2015,21740,3,5,16806,46.95,2.75
2015,21740,3,6,94208,49.81,3.43
2015,21740,3,7,458160,51.5,2.7
2015,21740,3,8,188446,52.83,3.03
2015,21740,3,9,65360,55.18,2.86
2015,21740,3,10,31640,55.46,2.66
2015,21740,3,11,4913,57.34,2.13
2015,21740,3,12,2296,59,0
2015,21740,3,13,3291,56.22,2.3
2015,21740,3,14,2105,56.78,0.41
2015,21740,3,15,1228,58,0
2015,21740,3,16,1650,57,0
2016,21720,1,1,32780907,22.53,2.61
2016,21720,1,2,33630933,35.89,3.63
2016,21720,1,3,117863337,45.54,3.94
2016,21720,1,4,76150256,51.19,5.48
2016,21720,1,5,50502859,61.57,6.02
2016,21720,1,6,14722647,67.19,6.86
2016,21720,1,7,3773016,70.31,8.94
2016,21720,1,8,626497,85.87,3.51
2016,21720,1,9,286167,81.9,1.08
2016,21720,1,10,47218,86,0
2016,21720,1,11,107552,85.58,5.49
2016,21720,2,1,31190565,22.44,2.7
2016,21720,2,2,28579321,35.75,4.02
2016,21720,2,3,116751153,45.6,4.23
2016,21720,2,4,71449809,51.92,5.35
2016,21720,2,5,46629563,63.4,6.73
2016,21720,2,6,19441163,69,7.24
2016,21720,2,7,4269054,78.08,7.96
2016,21720,2,8,1832972,79.4,10.11
2016,21720,2,9,521492,82.68,11.3
2016,21720,2,10,138128,100.58,2.28
2016,21720,3,1,8458162,13.84,2.15
2016,21720,3,2,367907,36.84,2.62
2016,21720,3,3,529503,43.22,4.98
2016,21720,3,4,208375,52.08,5.49
2016,21720,3,5,116534,63.05,6.9
2016,21720,3,6,53465,68.45,8.14
2016,21720,3,7,17177,70.61,8.15
2016,21720,3,8,812,70,0
2016,21740,1,1,181009754,16.37,2.35
2016,21740,1,2,163191471,24.05,2.49
2016,21740,1,3,237282081,33.09,3.62
2016,21740,1,4,1289298531,40.99,2.36
2016,21740,1,5,505356205,43.26,2.81
2016,21740,1,6,309113127,45.64,2.28
2016,21740,1,7,488795802,47.35,2.58
2016,21740,1,8,820761768,49.37,2.75
2016,21740,1,9,129730163,50.78,3.54
2016,21740,1,10,50534557,51.42,4.27
2016,21740,1,11,6310056,60.51,2.29
2016,21740,1,13,2189079,56,0
2016,21740,1,14,3446067,61.2,0.4
2016,21740,1,15,1998464,64.55,2.63
2016,21740,1,17,681584,62,0
2016,21740,2,1,159733734,16.71,2.37
2016,21740,2,2,169545601,23.87,2.57
2016,21740,2,3,226626595,33.74,4.89
2016,21740,2,4,1230601891,41.79,2.25
2016,21740,2,5,464373067,44.08,2.66
2016,21740,2,6,343119133,46.71,2.59
2016,21740,2,7,434624897,48.77,3
2016,21740,2,8,714697957,51,3.26
2016,21740,2,9,149736380,51.82,3.62
2016,21740,2,10,45626260,54.98,4.32
2016,21740,2,11,24885975,55.91,4.32
2016,21740,2,12,6123370,49.52,7.18
2016,21740,2,13,7049469,60.97,2.82
2016,21740,2,14,2723897,66,0
2016,21740,3,1,240245026,13.58,1.48
2016,21740,3,2,1836448,20.35,3.37
2016,21740,3,3,495903,29.78,4.08
2016,21740,3,4,1539737,42.13,2.02
2016,21740,3,5,587048,43.84,2.4
2016,21740,3,6,451296,45.74,2.23
2016,21740,3,7,574635,47.17,2.49
2016,21740,3,8,756430,49.12,1.62
2016,21740,3,9,74821,49.13,1.3
2016,21740,3,10,30352,48.33,2.52
2016,21740,3,11,3838,51,0
2016,21740,3,12,3042,47,0
2017,21720,1,1,21148852,22.58,3.2
2017,21720,1,2,39301504,35,4.55
2017,21720,1,3,38333652,46.88,3.64
2017,21720,1,4,77821847,55.87,4.48
2017,21720,1,5,39581344,62.81,6.35
2017,21720,1,6,18599989,69.09,6.43
2017,21720,1,7,3420988,75,5.56
2017,21720,1,8,731483,80.4,2.67
2017,21720,1,9,953208,82.73,2.91
2017,21720,1,13,95861,88,0
2017,21720,2,1,25888537,22.22,3.43
2017,21720,2,2,39648805,34.66,4.83
2017,21720,2,3,41965628,47.36,5.37
2017,21720,2,4,77106190,56.21,4.72
2017,21720,2,5,35065366,63.74,6.23
2017,21720,2,6,23023624,72.36,6.3
2017,21720,2,7,7225696,76.88,6.49
2017,21720,2,8,17724,98,0
2017,21720,2,11,147112,94,0
2017,21720,3,1,2776943,13.99,1.22
2017,21720,3,2,25711,41,0
2017,21720,3,3,3673,41,0
2017,21720,3,4,22037,66.5,3.25
2017,21720,3,5,81922,68.12,3.64
2017,21720,3,6,87818,72.43,3.58
2017,21720,3,7,13910,71.23,3.33
2017,21740,1,1,236994524,16.23,1.8
2017,21740,1,2,80069572,23.49,1.8
2017,21740,1,3,218193264,31.25,3.92
2017,21740,1,4,1068933835,39.71,2.25
2017,21740,1,5,1398726304,44.09,2.75
2017,21740,1,6,586347059,45.46,2.74
2017,21740,1,7,406455532,47.52,3.11
2017,21740,1,8,490931896,48.75,2.92
2017,21740,1,9,536856358,50.63,3.09
2017,21740,1,10,159944363,50.11,3.25
2017,21740,1,11,59436632,52.46,3.73
2017,21740,1,12,10153968,52.75,4.04
2017,21740,1,13,5192614,57.33,0.47
2017,21740,1,15,594550,65,0
2017,21740,1,17,2213139,60,0
2017,21740,1,19,398126,71,0
2017,21740,2,1,146248396,16.33,1.78
2017,21740,2,2,161698694,25.62,5.18
2017,21740,2,3,142920336,31.64,4.96
2017,21740,2,4,803498107,40.79,2.71
2017,21740,2,5,1056352347,44.93,3.35
2017,21740,2,6,574521066,47.09,2.63
2017,21740,2,7,450978720,49.79,3.31
2017,21740,2,8,384562339,51.66,3.32
2017,21740,2,9,525306495,52.51,3.64
2017,21740,2,10,151268496,53.47,4.61
2017,21740,2,11,79467765,55.05,2.4
2017,21740,2,12,21608193,53.12,4.61
2017,21740,2,14,2554702,60,0
2017,21740,2,15,4133172,63,0
2017,21740,2,19,1667530,66,0
2017,21740,3,1,345490024,13.55,1.95
2017,21740,3,2,14672953,22.49,2.82
2017,21740,3,3,11691289,29.35,4.32
2017,21740,3,4,28428177,39.2,2.2
2017,21740,3,5,16799045,42.64,3.15
2017,21740,3,6,5415239,45.07,2.72
2017,21740,3,7,2766345,47.05,2.54
2017,21740,3,8,1940951,48.03,2.47
2017,21740,3,9,1997427,49.56,2.88
2017,21740,3,10,602467,49.29,3.51
2017,21740,3,11,153706,52.88,3.95
2017,21740,3,12,21292,50.51,0.5
2017,21740,3,13,12800,58,0
2018,21720,1,1,10063990,23.75,2.56
2018,21720,1,2,14190154,34.95,3.22
2018,21720,1,3,35978297,44.12,4.87
2018,21720,1,4,21768240,54.99,4.78
2018,21720,1,5,28361003,63.21,5.15
2018,21720,1,6,7826942,70.68,6.32
2018,21720,1,7,2935148,77.72,3.86
2018,21720,1,8,205585,80.41,3.38
2018,21720,1,9,186920,77.18,0.98
2018,21720,2,1,9194091,23.12,2.5
2018,21720,2,2,14138568,35.4,3.92
2018,21720,2,3,32589520,44.1,4.97
2018,21720,2,4,17287296,55.88,5.28
2018,21720,2,5,30059343,64.9,5.41
2018,21720,2,6,11905185,73.45,5.68
2018,21720,2,7,5055239,82.36,5.97
2018,21720,2,8,399273,88.44,5.75
2018,21720,2,9,109874,86,0
2018,21720,2,10,54015,99,0
2018,21720,3,1,482183,19.74,2.5
2018,21720,3,2,60552,32.43,2.06
2018,21720,3,3,154918,51.24,4.47
2018,21720,3,4,462208,55.23,3.81
2018,21720,3,5,426256,62.32,5.16
2018,21720,3,6,96356,71.85,6.92
2018,21720,3,7,35163,80.87,4.13
2018,21720,3,8,1983,76,0
2018,21720,3,9,1983,76,0
2018,21740,1,1,150830838,16.09,1.28
2018,21740,1,2,216919456,22.57,3.43
2018,21740,1,3,87492933,31.48,5.06
2018,21740,1,4,161748443,39.68,3.8
2018,21740,1,5,933538238,42.94,2.44
2018,21740,1,6,550796409,45.99,3.44
2018,21740,1,7,188183849,47.9,3.33
2018,21740,1,8,155203079,48.99,3.04
2018,21740,1,9,161678854,50.96,3.22
2018,21740,1,10,146447841,51.74,3.17
2018,21740,1,11,24491171,52.87,2.42
2018,21740,1,12,8672422,53.35,4.15
2018,21740,1,18,711606,65,0
2018,21740,2,1,137317851,16.36,1.3
2018,21740,2,2,144827145,23.47,2.79
2018,21740,2,3,67168609,30.44,5.27
2018,21740,2,4,112334158,38.5,4.18
2018,21740,2,5,958105215,43.81,2.71
2018,21740,2,6,532322955,46.96,3.63
2018,21740,2,7,199846638,48.76,4.38
2018,21740,2,8,124416432,50.66,3.78
2018,21740,2,9,122015993,52.71,3.67
2018,21740,2,10,80645388,52.68,4.41
2018,21740,2,11,53665096,54.3,3.48
2018,21740,2,13,2074775,55,0
2018,21740,3,1,624719645,13.9,1.52
2018,21740,3,2,6447848,19,1.96
2018,21740,3,3,157767,33.04,4.19
2018,21740,3,4,393676,34.38,2.95
2018,21740,3,5,22429,49,0
2018,21740,3,6,81306,49,0
2018,21740,3,7,61680,49,0
2018,21740,3,8,28036,49,0
2018,21740,3,9,39251,49,0
2018,21740,3,10,22429,49,0
2018,21740,3,11,2804,49,0
2019,21720,1,1,225920052,21.77,3.76
2019,21720,1,2,25301649,41,5.19
2019,21720,1,3,27734386,51.8,4.84
2019,21720,1,4,28054222,58.35,4.88
2019,21720,1,5,21582029,65.52,5.15
2019,21720,1,6,23401264,70.97,4.83
2019,21720,1,7,11086431,75.49,6.38
2019,21720,1,8,1145826,79.62,1
2019,21720,1,10,29943,91,0
2019,21720,2,1,206337338,21.96,3.6
2019,21720,2,2,22730711,41.15,5.11
2019,21720,2,3,28628175,51.85,5.16
2019,21720,2,4,26301309,58.2,5.3
2019,21720,2,5,21787644,67.46,5.54
2019,21720,2,6,28462739,73.54,5.86
2019,21720,2,7,12521474,78.69,6.81
2019,21720,2,8,2869014,88.69,4.17
2019,21720,2,9,336153,89.73,4.95
2019,21720,3,1,3905320,15.61,3.12
2019,21720,3,2,28458,36,0
2019,21740,1,1,278930813,15.91,2.28
2019,21740,1,2,323466121,26.01,2.42
2019,21740,1,3,154924923,34.24,2.16
2019,21740,1,4,232358239,41.85,3.55
2019,21740,1,5,644255525,43.92,2.36
2019,21740,1,6,2148331109,46.31,2.37
2019,21740,1,7,750337416,47.7,2.99
2019,21740,1,8,207000500,49.78,2.83
2019,21740,1,9,190437396,50.34,3.43
2019,21740,1,10,95396099,52.61,3.52
2019,21740,1,11,72634027,52.68,3.3
2019,21740,1,12,17772139,53.86,3.68
2019,21740,1,13,9094296,55.76,0.43
2019,21740,2,1,235878082,15.45,1.68
2019,21740,2,2,201865441,25.3,2.83
2019,21740,2,3,150692446,34,3.13
2019,21740,2,4,153712330,40.44,4.62
2019,21740,2,5,465619174,45.17,2.56
2019,21740,2,6,2125124484,47.59,2.96
2019,21740,2,7,944965557,49.7,3.14
2019,21740,2,8,227030530,51.42,4.29
2019,21740,2,9,131926635,54.26,3.99
2019,21740,2,10,89183312,54.94,3.74
2019,21740,2,11,31531402,53.34,2.44
2019,21740,2,12,22763113,54.69,1.67
2019,21740,2,13,9546081,51.16,1.46
2019,21740,2,14,4777185,60,0
2019,21740,3,1,1898833944,13.77,1.69
2019,21740,3,2,5634007,20.32,2.23
2019,21740,3,3,45494,31,0
2019,21740,3,6,36901,54.48,1.99
2019,21740,3,7,53587,54.96,2.67
2019,21740,3,8,29033,55.26,2.44
2019,21740,3,9,40403,56.45,2.99
2019,21740,3,10,32773,56.96,3.07
2019,21740,3,11,15837,57.17,3.89
2019,21740,3,12,8653,56.49,2.31
2019,21740,3,13,1957,55,0
2021,21720,1,1,58735871,22.35,2.87
2021,21720,1,2,49259950,38.26,3.69
2021,21720,1,3,83862075,45.9,4.84
2021,21720,1,4,38633843,52.96,7.26
2021,21720,1,5,20503608,67.28,7.58
2021,21720,1,6,11397851,74.21,5.51
2021,21720,1,7,6989853,80.14,5.87
2021,21720,1,8,1944312,80.44,6.2
2021,21720,1,9,274278,78,0
2021,21720,2,1,48718089,22.09,2.96
2021,21720,2,2,37385504,38.28,4.48
2021,21720,2,3,83230997,45.73,5.15
2021,21720,2,4,38955534,52.24,7.91
2021,21720,2,5,15499883,65.27,9.37
2021,21720,2,6,11157620,77.18,5.38
2021,21720,2,7,11254934,84.95,5.38
2021,21720,2,8,3043777,85.13,12.12
2021,21720,2,9,823148,95.8,4.7
2021,21720,2,10,208394,101,0
2021,21720,3,1,5058078,19.28,4.03
2021,21720,3,2,359984,38.18,6.04
2021,21720,3,3,969380,47.65,5.27
2021,21720,3,4,828782,55.29,7.57
2021,21720,3,5,541141,67.2,7.2
2021,21720,3,6,354671,76.01,6.42
2021,21720,3,7,575406,86.21,5.86
2021,21720,3,8,107169,87.16,10.17
2021,21720,3,9,5071,78,0
2021,21740,1,1,173156260,16.31,1.47
2021,21740,1,2,259393402,25.24,3.25
2021,21740,1,3,554630031,32.05,4.18
2021,21740,1,4,332989752,39.07,3.67
2021,21740,1,5,282618273,42.83,3.12
2021,21740,1,6,164352161,45.8,2.86
2021,21740,1,7,485059885,47.77,2.87
2021,21740,1,8,618827256,49.01,2.95
2021,21740,1,9,125842051,51.35,2.89
2021,21740,1,10,56738014,55.34,2.95
2021,21740,1,11,38635398,52.71,3.43
2021,21740,1,12,18857837,55.6,3.93
2021,21740,1,13,1411714,64,0
2021,21740,2,1,143141029,16.59,1.89
2021,21740,2,2,207391462,25.57,2.93
2021,21740,2,3,468896398,32.85,3.67
2021,21740,2,4,245367049,39.51,3.19
2021,21740,2,5,246156249,43.43,4.23
2021,21740,2,6,192816739,47.18,3.48
2021,21740,2,7,476155756,49.51,3.13
2021,21740,2,8,637844098,51.26,3.29
2021,21740,2,9,145674842,54.04,3.99
2021,21740,2,10,45685267,55.55,4.46
2021,21740,2,11,27606865,56.57,3.96
2021,21740,2,12,25104476,56.39,4.63
2021,21740,2,13,6430025,58.03,3.32
2021,21740,2,14,4410506,56.38,1.5
2021,21740,3,1,525154162,13.23,1.7
2021,21740,3,2,1582137,22.16,3.25
2021,21740,3,3,1005832,34.19,5.84
2021,21740,3,4,2126490,42.7,2.61
2021,21740,3,5,4450371,44.7,2.46
2021,21740,3,6,3537330,46.44,2.46
2021,21740,3,7,9258256,47.85,2.5
2021,21740,3,8,10023461,48.89,2.95
2021,21740,3,9,1723950,51.93,4.65
2021,21740,3,10,467798,55.44,4.23
2021,21740,3,11,292439,52.55,4.2
2021,21740,3,12,187787,55.99,4.16
2021,21740,3,13,16424,58.01,3.84
2021,21740,3,14,9451,55.48,1.1
2022,21720,1,1,51399559,19.15,2.81
2022,21720,1,2,58988920,38.12,3.38
2022,21720,1,3,51458015,47.96,5.48
2022,21720,1,4,52766272,55.09,5.48
2022,21720,1,5,17969395,63.36,6.58
2022,21720,1,6,8904234,72.84,6.65
2022,21720,1,7,5013067,79.06,5.16
2022,21720,1,8,2520288,84.22,4.44
2022,21720,1,9,1589448,85.1,5.32
2022,21720,1,10,360436,84.05,5.34
2022,21720,2,1,40263138,19.58,2.49
2022,21720,2,2,53324046,37.94,3.4
2022,21720,2,3,45549784,47.53,5.29
2022,21720,2,4,53833249,55.27,6.09
2022,21720,2,5,20231649,62.99,5.75
2022,21720,2,6,8767042,78.06,6.32
2022,21720,2,7,6283170,83.05,6.64
2022,21720,2,8,3498492,87.7,6.08
2022,21720,2,9,1804488,92.27,4.27
2022,21720,2,10,512981,93.7,3.52
2022,21720,2,11,194720,100,0
2022,21720,3,1,14006368,14.71,2.6
2022,21720,3,2,1024309,36.22,2.91
2022,21720,3,3,217326,43.56,6.35
2022,21720,3,4,147996,56.08,5.62
2022,21720,3,5,54383,60.77,3.42
2022,21720,3,6,3863,66,0
2022,21740,1,1,42616665,15.99,1.6
2022,21740,1,2,120170982,25.83,1.85
2022,21740,1,3,236952893,33.17,4.83
2022,21740,1,4,1351222550,38.67,3.31
2022,21740,1,5,648544918,42.2,2.99
2022,21740,1,6,248053941,45.85,3.07
2022,21740,1,7,351754250,47.69,3.16
2022,21740,1,8,445981669,49.72,2.97
2022,21740,1,9,309418346,50.36,3.06
2022,21740,1,10,63538625,52.88,4.01
2022,21740,1,11,28182071,55.71,4.55
2022,21740,1,12,20504120,56.97,3.08
2022,21740,1,13,8846817,53.43,2.41
2022,21740,1,14,3147174,57.41,3.96
2022,21740,2,1,46674340,15.77,1.65
2022,21740,2,2,127493598,26.21,2.29
2022,21740,2,3,223018599,33,3.8
2022,21740,2,4,1160692579,39.68,3.42
2022,21740,2,5,554471187,43.44,2.94
2022,21740,2,6,257063949,46.57,3.56
2022,21740,2,7,256888289,49.21,3.23
2022,21740,2,8,398483326,51.71,3.73
2022,21740,2,9,347181314,53.58,3.76
2022,21740,2,10,138215667,54.05,4.41
2022,21740,2,11,42830371,58.46,5.22
2022,21740,2,12,48395977,57.95,3.87
2022,21740,2,13,19975913,59.74,4.34
2022,21740,2,14,8881556,52.37,1.59
2022,21740,3,1,695675400,12.79,1.94
2022,21740,3,2,2264974,24.19,3.54
2022,21740,3,3,1106352,29.38,2.38
2022,21740,3,4,739987,34.9,2.86
2022,21740,3,5,96647,45.21,5.71
2022,21740,3,6,155315,47.39,5.48
2022,21740,3,7,287115,50.81,2.6
2022,21740,3,8,549766,52.31,3.75
2022,21740,3,9,503194,53.3,3.95
2022,21740,3,10,161202,54.45,3.23
2022,21740,3,11,50541,57.82,6.62
2022,21740,3,12,55010,58.55,4.01
2022,21740,3,13,31217,57.48,4.68
2022,21740,3,14,11202,53.04,1.66
2023,21720,1,1,67898826,19.39,3.05
2023,21720,1,2,85302064,35.22,4.69
2023,21720,1,3,52824659,48.21,6.16
2023,21720,1,4,35532134,56.55,7
2023,21720,1,5,30752508,63.78,6.51
2023,21720,1,6,4512317,73.17,7.16
2023,21720,1,7,3121383,83.21,5.61
2023,21720,1,8,2128037,86.48,3.9
2023,21720,2,1,72091979,19.96,3.34
2023,21720,2,2,86134231,34.62,4.73
2023,21720,2,3,53982925,46.8,5.85
2023,21720,2,4,33985409,58.22,6.1
2023,21720,2,5,28591154,65.21,7.22
2023,21720,2,6,7986668,77.95,8.57
2023,21720,2,7,2769574,86.11,7.41
2023,21720,2,8,1649786,93.68,4.53
2023,21720,2,9,381627,94.85,3.83
2023,21720,2,10,352310,94.92,4
2023,21720,3,1,23677574,14.44,2.6
2023,21720,3,2,475563,29.84,6.85
2023,21720,3,3,342526,49.87,5.3
2023,21720,3,4,296418,57.72,7.26
2023,21720,3,5,300170,67.91,8.57
2023,21720,3,6,101686,77.94,6.18
2023,21720,3,7,69542,85.28,7.87
2023,21720,3,8,81384,89.87,3.54
2023,21740,1,1,25785143,18.25,3.43
2023,21740,1,2,123308889,26.79,3.63
2023,21740,1,3,147704247,36.8,5.31
2023,21740,1,4,262019271,39.38,2.85
2023,21740,1,5,972650519,41.9,2.92
2023,21740,1,6,271552318,45.72,3.36
2023,21740,1,7,147222518,49.06,3.25
2023,21740,1,8,127728131,50.95,3.59
2023,21740,1,9,250743986,51.05,3.21
2023,21740,1,10,169831013,51.49,2.82
2023,21740,1,11,44421665,53.23,3.55
2023,21740,1,12,22353333,54.82,3.2
2023,21740,1,13,7663225,58.67,2.22
2023,21740,1,14,6325928,63.88,2.24
2023,21740,1,15,4134122,59,0
2023,21740,2,1,43550485,18.5,2.98
2023,21740,2,2,171411015,26.49,3.44
2023,21740,2,3,113448998,36.67,4.35
2023,21740,2,4,230544016,39.66,3.28
2023,21740,2,5,1076183399,42.84,2.74
2023,21740,2,6,322487162,46.56,3.42
2023,21740,2,7,163890934,50.34,3.54
2023,21740,2,8,200859205,52.87,3.11
2023,21740,2,9,288088716,53.81,3.83
2023,21740,2,10,221141782,54.96,3.69
2023,21740,2,11,38484671,56.98,4.52
2023,21740,2,12,11095165,58.78,3.67
2023,21740,2,13,9970649,59.04,3.22
2023,21740,2,14,2497409,58.11,5.22
2023,21740,2,15,3680459,61.56,2.5
2023,21740,3,1,1020794091,12.54,1.78
2023,21740,3,2,4187059,22.94,2.63
2023,21740,3,3,274141,30.81,4.96
2023,21740,3,4,86391,37.52,3.85
2023,21740,3,5,294879,40.75,1.06
2023,21740,3,6,42452,40.98,0.13
2013,21720,0,1,73562777,15.5,3.48
2013,21720,0,2,333111314,28.79,3.36
2013,21720,0,3,134000101,44.13,4.9
