year,species_code,sex,age,agepop,mean_length,sd_length
2013,21720,0,4,84479832,50.52,5.29
2013,21720,0,5,87319382,61.93,6
2013,21720,0,6,37943015,66.37,6.18
2013,21720,0,7,10036423,75.42,8.1
2013,21720,0,8,2604732,76.13,6.25
2013,21720,0,9,659747,81.93,7.73
2013,21720,0,10,150597,88.32,7.74
2013,21720,0,11,159995,83.91,6.9
2013,21720,0,12,58385,99.04,2
2013,21720,0,13,58421,92,0
2014,21720,0,1,306169195,17.99,2.78
2014,21720,0,2,211789674,31.92,3.54
2014,21720,0,3,274239447,44.4,5.03
2014,21720,0,4,217250972,51.84,6.35
2014,21720,0,5,54627120,61.32,5.94
2014,21720,0,6,40869501,67.53,7.09
2014,21720,0,7,11166956,71.43,7.92
2014,21720,0,8,2404099,80.56,8.44
2014,21720,0,9,967844,84.23,5.72
2014,21720,0,10,634234,84.55,7.16
2014,21720,0,12,257287,84,0
2014,21740,0,1,1706018473,13.75,1.81
2014,21740,0,2,457237773,25.29,2.37
2014,21740,0,3,176808724,33.03,3.11
2014,21740,0,4,252076768,38.65,3.16
2014,21740,0,5,1183662037,42.31,3.07
2014,21740,0,6,4566976649,46.07,2.98
2014,21740,0,7,2302698635,47.31,3.64
2014,21740,0,8,509894726,52.76,4.74
2014,21740,0,9,297980214,53.99,5.01
2014,21740,0,10,109323537,56.9,4.15
2014,21740,0,11,41335142,58.91,6.24
2014,21740,0,12,58855392,59.32,5.9
2014,21740,0,13,61628915,60.88,3.84
2014,21740,0,14,27112221,62.26,6.43
2014,21740,0,15,30811326,64.39,6.03
2014,21740,0,16,15643819,62.91,6.03
2014,21740,0,17,10322332,63.34,5.64
2014,21740,0,18,7786033,59.81,7.8
2014,21740,0,19,1549599,74.32,3.75
2014,21740,0,20,1377708,76.76,2.9
2014,21740,0,21,394860,76,0
2014,21740,0,22,1006454,71.89,2.42
2014,21740,0,23,833500,72.49,4.33
2015,21720,0,1,61476124,20.14,5.42
2015,21720,0,2,428502450,34.59,3.1
2015,21720,0,3,198956776,44.79,4.52
2015,21720,0,4,188053226,54.89,4.52
2015,21720,0,5,80002051,61.71,5.84
2015,21720,0,6,18318518,71.51,4.95
2015,21720,0,7,11404362,75.62,7.66
2015,21720,0,8,2095280,81.99,6.21
2015,21720,0,9,350820,85.38,14.03
2015,21720,0,10,170400,94.29,2.09
2015,21720,0,11,17158,98,0
2015,21720,0,12,294334,86,0
2015,21720,0,13,29457,103,0
2015,21740,0,1,894200340,14.53,2.27
2015,21740,0,2,597981033,24.77,3.52
2015,21740,0,3,1800636956,35.9,3.66
2015,21740,0,4,401309517,39.8,2.42
2015,21740,0,5,927104631,43.69,2.57
2015,21740,0,6,1603104995,45.94,3.21
2015,21740,0,7,3381641108,48.96,3.2
2015,21740,0,8,935083226,50.75,3.68
2015,21740,0,9,233103128,55.24,4.45
2015,21740,0,10,105160559,56.56,4.65
2015,21740,0,11,14589650,59.56,3.74
2015,21740,0,12,13075588,62.71,3.97
2015,21740,0,13,26480785,59.75,5.11
2015,21740,0,14,15583887,62.97,4.74
2015,21740,0,15,15305718,66.34,4.69
2015,21740,0,16,8858487,64.17,5.49
2015,21740,0,17,477813,70,0
2015,21740,0,18,2573354,68.94,6.19
2015,21740,0,19,1130890,71.15,0.99
2015,21740,0,20,955627,70,0
2016,21720,0,1,73010503,21.47,3.85
2016,21720,0,2,62308674,35.84,3.84
2016,21720,0,3,235425740,45.56,4.1
2016,21720,0,4,148273344,51.58,5.45
2016,21720,0,5,96767029,62.49,6.48
2016,21720,0,6,33705159,67.97,7.06
2016,21720,0,7,8187073,74.63,9.2
2016,21720,0,8,2687780,81.79,9.17
2016,21720,0,9,1050406,82.68,7.96
2016,21720,0,10,222888,95.26,7.15
2016,21720,0,11,98512,84.41,4.81
2016,21740,0,1,595882536,15.43,2.59
2016,21740,0,2,355872085,24.03,2.72
2016,21740,0,3,532279385,33.23,4.12
2016,21740,0,4,2486519694,41.39,2.32
2016,21740,0,5,967690172,43.61,2.79
2016,21740,0,6,664991235,46.19,2.51
2016,21740,0,7,937223596,47.94,2.88
2016,21740,0,8,1541660511,50.17,3.12
2016,21740,0,9,274157514,51.36,3.77
2016,21740,0,10,100612333,53.13,4.65
2016,21740,0,11,33910646,57.1,4.6
2016,21740,0,12,7214243,50.61,8.36
2016,21740,0,13,10125933,60.37,3.45
2016,21740,0,14,9427406,63.21,2.31
2016,21740,0,15,3553061,64.54,2.62
2016,21740,0,17,1973556,62,0
2017,21720,0,1,53169484,21.71,3.96
2017,21720,0,2,81330922,34.77,4.73
2017,21720,0,3,79288463,47.16,4.59
2017,21720,0,4,154772959,56.03,4.65
2017,21720,0,5,74923577,63.2,6.25
2017,21720,0,6,42270706,70.99,6.7
2017,21720,0,7,11907601,77.07,6.9
2017,21720,0,8,649962,81.19,3.93
2017,21720,0,9,1013885,82.63,3.39
2017,21720,0,11,180368,94,0
2017,21720,0,13,207434,88,0
2017,21740,0,1,779109270,15.04,2.29
2017,21740,0,2,251323172,24.83,4.21
2017,21740,0,3,444848850,31.42,4.3
2017,21740,0,4,1917262345,40.16,2.55
2017,21740,0,5,2439037647,44.48,2.99
2017,21740,0,6,1173338983,46.23,2.82
2017,21740,0,7,841737472,48.65,3.34
2017,21740,0,8,866662129,50.03,3.5
2017,21740,0,9,1094555581,51.72,3.67
2017,21740,0,10,311946353,51.57,4.13
2017,21740,0,11,143388774,53.86,3.27
2017,21740,0,12,32645713,54.04,5.4
2017,21740,0,13,7678903,57.31,0.46
2017,21740,0,14,2461548,60,0
2017,21740,0,15,7951348,63.44,0.83
2017,21740,0,17,2461548,60,0
2017,21740,0,19,3263504,67.94,2.44
2018,21720,0,1,21820744,22.97,2.78
2018,21720,0,2,28064038,35.1,3.55
2018,21720,0,3,68940383,44.09,4.91
2018,21720,0,4,40246441,55.48,5.04
2018,21720,0,5,58452788,64.1,5.38
2018,21720,0,6,19971539,72.52,6.16
2018,21720,0,7,7509060,80.73,5.81
2018,21720,0,8,907232,85.49,5.86
2018,21720,0,9,382018,80.26,4.28
2018,21720,0,10,54015,99,0
2018,21740,0,1,946278860,14.76,1.9
2018,21740,0,2,326474421,23.22,3.01
2018,21740,0,3,171712417,31.05,5.15
2018,21740,0,4,279263431,39.23,4.03
2018,21740,0,5,1891201673,43.39,2.62
2018,21740,0,6,1089679791,46.48,3.6
2018,21740,0,7,384560760,48.32,3.88
2018,21740,0,8,293013895,49.82,3.45
2018,21740,0,9,278151854,51.71,3.59
2018,21740,0,10,214957060,52.11,3.81
2018,21740,0,11,81105050,53.99,3.33
2018,21740,0,12,6817356,52.77,3.59
2018,21740,0,13,2348094,55,0
2018,21740,0,18,1498587,65,0
2019,21720,0,1,440040346,21.78,3.8
2019,21720,0,2,52027971,40.36,5.58
2019,21720,0,3,56434562,51.81,4.97
2019,21720,0,4,54506139,58.37,5.11
2019,21720,0,5,43201577,66.52,5.46
2019,21720,0,6,52397480,72.51,5.58
2019,21720,0,7,23954953,77.32,6.99
2019,21720,0,8,3630387,86.99,5.08
2019,21720,0,9,363240,89.44,4.97
2019,21720,0,10,186865,91,0
2019,21740,0,1,2428200387,14.17,1.94
2019,21740,0,2,623901363,25.51,2.66
2019,21740,0,3,313281527,33.99,2.71
2019,21740,0,4,395295668,41.16,4.23
2019,21740,0,5,1114574884,44.45,2.51
2019,21740,0,6,4240598411,46.94,2.75
2019,21740,0,7,1707997643,48.83,3.31
2019,21740,0,8,436076921,50.68,3.71
2019,21740,0,9,321944216,51.69,4.04
2019,21740,0,10,185173560,53.68,3.83
2019,21740,0,11,110927087,52.87,3.09
2019,21740,0,12,45935308,54.59,2.83
2019,21740,0,13,19199819,53.36,2.49
2019,21740,0,14,5405827,60,0
2021,21720,0,1,117732402,21.99,3.23
2021,21720,0,2,85761203,38.19,4.16
2021,21720,0,3,170812179,45.81,5.1
2021,21720,0,4,79295220,52.69,7.7
2021,21720,0,5,38176395,66.51,8.45
2021,21720,0,6,22172801,75.75,5.85
2021,21720,0,7,19573598,83.28,5.97
2021,21720,0,8,5825270,84.09,10.42
2021,21720,0,9,1258749,91.3,8.6
2021,21720,0,10,222496,101,0
2021,21740,0,1,851655475,14.45,2.34
2021,21740,0,2,472700115,25.4,2.95
2021,21740,0,3,1013929330,32.51,4.02
2021,21740,0,4,589516270,39.2,3.5
2021,21740,0,5,523800033,43.19,3.7
2021,21740,0,6,350300118,46.57,3.33
2021,21740,0,7,975024981,48.61,3.13
2021,21740,0,8,1277955742,50.11,3.34
2021,21740,0,9,281935613,53.02,4.08
2021,21740,0,10,98465543,55.43,3.66
2021,21740,0,11,63877455,54.47,4.29
2021,21740,0,12,45492003,55.99,4.38
2021,21740,0,13,8103708,59.2,3.72
2021,21740,0,14,4441993,56.46,1.5
2022,21720,0,1,112883258,18.61,3.26
2022,21720,0,2,114416842,37.99,3.47
2022,21720,0,3,96819735,47.73,5.42
2022,21720,0,4,107282563,55.22,5.82
2022,21720,0,5,37890290,63.11,6.06
2022,21720,0,6,17264946,75.54,6.9
2022,21720,0,7,11657209,81.48,6.62
2022,21720,0,8,6526306,86.69,5.79
2022,21720,0,9,3615828,88.86,6.03
2022,21720,0,10,876114,88.88,7.01
2022,21720,0,11,210957,100,0
2022,21740,0,1,785673090,13.14,2.15
2022,21740,0,2,258626380,25.66,2.24
2022,21740,0,3,490974576,32.98,4.38
2022,21740,0,4,2485975552,39.14,3.39
2022,21740,0,5,1202062303,42.78,2.99
2022,21740,0,6,507341251,46.11,3.46
2022,21740,0,7,610267381,48.33,3.3
2022,21740,0,8,856607107,50.61,3.47
2022,21740,0,9,659802979,52.04,3.82
2022,21740,0,10,197045325,53.89,4.21
2022,21740,0,11,72020571,57.46,5.17
2022,21740,0,12,66738009,57.88,3.82
2022,21740,0,13,31056998,57.66,4.85
2022,21740,0,14,13255100,54.02,3.46
2023,21720,0,1,168124819,19,3.74
2023,21720,0,2,177344873,34.71,4.88
2023,21720,0,3,106390657,47.64,6.03
2023,21720,0,4,70269695,57.4,6.65
2023,21720,0,5,59190271,64.67,7.06
2023,21720,0,6,12985503,76.63,8.49
2023,21720,0,7,6788705,85.14,7.2
2023,21720,0,8,5079652,90.36,5.41
2023,21720,0,9,307334,95.54,3.97
2023,21720,0,10,440665,95.21,3.99
2023,21740,0,1,1111148974,12.99,2.49
2023,21740,0,2,330107307,26.15,3.48
2023,21740,0,3,264375834,36.61,4.91
2023,21740,0,4,492046355,39.34,3.17
2023,21740,0,5,2060270843,42.34,2.88
2023,21740,0,6,601765342,46.16,3.4
2023,21740,0,7,309261505,49.76,3.48
2023,21740,0,8,328823245,52.13,3.43
2023,21740,0,9,545899904,52.6,3.84
2023,21740,0,10,389175180,53.47,3.74
2023,21740,0,11,83198205,54.92,4.41
2023,21740,0,12,33941258,55.92,4.03
2023,21740,0,13,16269321,58.87,3.24
2023,21740,0,14,11483880,63.69,4.7
2023,21740,0,15,6368685,60.63,2.35
2013,21720,4,1,74144765,15.551789079916837,2.5691046324039193
2013,21720,4,2,332320562,28.797720522631998,3.3467239137011333
2013,21720,4,3,134785678,44.126989638988206,4.8887695822548745
2013,21720,4,4,84286591,50.57324625503006,5.313065635196944
2013,21720,4,5,87578680,62.0379644950118,5.911540724066634
2013,21720,4,6,38163246,66.47771557482297,6.32047327001482
2013,21720,4,7,9198340,75.27122268148382,7.415999612973646
2013,21720,4,8,2442423,75.89716382051758,6.220277433515816
2013,21720,4,9,707751,81.60803596180013,7.322730706138176
2013,21720,4,10,86229,88.13011863758132,0
2013,21720,4,11,144074,84.22721712453323,4.447254952316171
2013,21720,4,12,58385,99.03881133852873,0
2013,21720,4,13,58421,92,0
2014,21720,4,1,306012085,17.984917477066304,2.502329196933513
2014,21720,4,2,212677173,31.92445977716659,3.48800823081281
2014,21720,4,3,272287362,44.39143100813471,4.981230862047869
2014,21720,4,4,216915331,51.78081763400116,6.317004212210339
2014,21720,4,5,55624988,61.244742038955586,5.810165241923288
2014,21720,4,6,41587439,67.47247859552016,6.861212197029011
2014,21720,4,7,10767426,71.197803987694,7.78962382931631
2014,21720,4,8,2127750,79.85123196334156,6.554679379626366
2014,21720,4,9,748754,82.44182706202571,5.23975448545183
2014,21720,4,10,701225,85.9139247317195,6.366989197475846
2014,21720,4,12,429750,84,0
2014,21740,4,1,1702420568,13.743996141064008,1.696173595501344
2014,21740,4,2,422757788,25.303527724343187,2.0443001263882095
2014,21740,4,3,168947144,33.04606337186736,3.147022840232209
2014,21740,4,4,237508552,38.53087835519287,2.8191206025709756
2014,21740,4,5,1204674151,42.26948287671029,3.0426854207316683
2014,21740,4,6,4564559954,46.098832995021716,2.932072229959804
2014,21740,4,7,2308082889,47.3322406005541,3.6132269130478356
2014,21740,4,8,493144421,52.62226222926285,4.680843329625745
2014,21740,4,9,295540607,53.94679500884966,4.901513321890146
2014,21740,4,10,108210126,56.84023268755828,3.8395272694719904
2014,21740,4,11,42496586,58.633607269769854,5.041321747586971
2014,21740,4,12,57945402,59.500965017897364,5.502915319665916
2014,21740,4,13,62763843,60.45741865009763,3.4610736718272657
2014,21740,4,14,27804333,62.66503177220615,5.435709709706038
2014,21740,4,15,34047293,64.29077844397204,5.139233706773693
2014,21740,4,16,14639710,61.75221208411915,4.997728364837828
2014,21740,4,17,10785007,62.40693113875587,4.831922295460727
2014,21740,4,18,7506251,59.88668029886024,1.552179238344148
2014,21740,4,19,1618187,73.73523237425587,2.180497309643447
2014,21740,4,20,3141035,74.48,2.59
2014,21740,4,21,434605,76,0
2014,21740,4,22,997877,71.0954055459741,0
2014,21740,4,23,718485,72.07,4.05
2015,21720,4,1,57220740,20.690222812742377,4.531364944948283
2015,21720,4,2,426992043,34.55747105889278,3.0942765260147946
2015,21720,4,3,199823403,44.71918949513636,4.48273108685873
2015,21720,4,4,190390149,54.93374338726948,4.508476682372889
2015,21720,4,5,78935635,61.75814381476756,5.854297853054581
2015,21720,4,6,18303418,71.55100095730755,4.834046647462239
2015,21720,4,7,10944258,75.90134630232583,6.836444347346343
2015,21720,4,8,2188260,82.52683634028864,5.5771374014056825
2015,21720,4,9,373290,84.70157046800074,12.116807950922876
2015,21720,4,10,150724,94.02,1.99
2015,21720,4,11,25737,98,0
2015,21720,4,12,65885,86,0
2015,21720,4,13,29457,103,0
2015,21740,4,1,876715568,14.541913232160148,1.7115355164538382
2015,21740,4,2,556843572,24.373112374905894,3.3137827038973167
2015,21740,4,3,1759881784,36.12711710713974,3.5019949132844705
2015,21740,4,4,346631360,39.78829086231552,2.314770653411163
2015,21740,4,5,946935122,43.74025656543342,2.492509661015615
2015,21740,4,6,1620210078,45.900902025373036,3.094633854227884
2015,21740,4,7,3366018245,48.94528130971258,3.1850932302150965
2015,21740,4,8,935929167,50.78706030237436,3.572556109419763
2015,21740,4,9,231572498,55.141891875865156,4.409316749867249
2015,21740,4,10,101186399,56.48460069351811,4.27210278359644
2015,21740,4,11,13696874,59.4477225635572,3.2910978928476675
2015,21740,4,12,13317766,63.06464851537413,3.621131291839787
2015,21740,4,13,26898074,59.69288664311058,4.124640100997565
2015,21740,4,14,17411996,62.82190136903316,3.9235142719996032
2015,21740,4,15,12034987,65.28267740131335,3.9716408459768178
2015,21740,4,16,8658999,64.29086853803773,2.5330812141218635
2015,21740,4,17,332889,70,0
2015,21740,4,18,1743470,67.15487826002169,2.51127436663665
2015,21740,4,19,886595,71.25,0.97
2015,21740,4,20,1535324,70,0
2016,21720,4,1,72429634,21.476445337139218,2.5950392220675864
2016,21720,4,2,62578161,35.83164748161903,3.8021742689114815
2016,21720,4,3,235143993,45.56456631847704,4.086329561946327
2016,21720,4,4,147808440,51.54413278375714,5.417172793245094
2016,21720,4,5,97248956,62.449233815219564,6.361489934863671
2016,21720,4,6,34217275,68.22035297024675,7.077903884514474
2016,21720,4,7,8059247,74.42647672294943,8.419201623923426
2016,21720,4,8,2460281,81.04444743913399,8.426009626542658
2016,21720,4,9,807659,82.4036330431531,7.678884232083096
2016,21720,4,10,185346,96.86565795862874,1.6991563885921463
2016,21720,4,11,107552,85.58,5.49
2016,21740,4,1,580988514,15.309782563446685,1.9957442910136431
2016,21740,4,2,334573520,23.93847573537798,2.535370363799263
2016,21740,4,3,464404579,33.403661523608704,4.2402434343999005
2016,21740,4,4,2521440159,41.38114028126336,2.306106308291729
2016,21740,4,5,970316320,43.65278572865805,2.7379650890237524
2016,21740,4,6,652683556,46.202573698286955,2.442934036643632
2016,21740,4,7,923995334,48.0178214669859,2.7775017977634073
2016,21740,4,8,1536216155,50.12820616689843,2.9867122562709936
2016,21740,4,9,279541364,51.336634547114826,3.582252463789223
2016,21740,4,10,96191169,53.10763618955499,4.293164257417435
2016,21740,4,11,31199869,56.83972867995055,3.9089087277898504
2016,21740,4,12,6126412,49.51874872274343,7.176434852895953
2016,21740,4,13,9238548,59.79235578253207,2.151799458096662
2016,21740,4,14,6169964,63.31908944687521,0.2234092127603986
2016,21740,4,15,1998464,64.55,2.63
2016,21740,4,17,681584,62,0
2017,21720,4,1,49814332,21.914050817142343,3.2091543206882713
2017,21720,4,2,78976020,34.83126108785933,4.689088806323743
2017,21720,4,3,80302953,47.13057489728927,4.543916531189083
2017,21720,4,4,154950074,56.04070245419824,4.599253767442538
2017,21720,4,5,74728632,63.25221064022689,6.290720813141608
2017,21720,4,6,41711431,70.9019868052477,6.352243079600889
2017,21720,4,7,10660594,76.26933525280111,6.187439519786608
2017,21720,4,8,749207,80.81636343493855,2.606835774358755
2017,21720,4,9,953208,82.73,2.91
2017,21720,4,11,147112,94,0
2017,21720,4,13,95861,88,0
2017,21740,4,1,728732944,14.979489189115073,1.86710076178469
2017,21740,4,2,256441219,24.775851262546055,3.9896167861376446
2017,21740,4,3,372804889,31.339927688528785,4.33124370834096
2017,21740,4,4,1900860119,40.15889130807736,2.4436953259683807
2017,21740,4,5,2471877696,44.43911814513577,3.009127313311864
2017,21740,4,6,1166283364,46.26114097757979,2.6857202048883897
2017,21740,4,7,860200597,48.708584983334994,3.213021234417953
2017,21740,4,8,877435186,50.0238022586776,3.094316587812333
2017,21740,4,9,1064160280,51.556024944015014,3.361104943495918
2017,21740,4,10,311815326,51.73842580617734,3.9102683666036353
2017,21740,4,11,139058103,53.940575841524314,2.970185865831925
2017,21740,4,12,31783453,53.00004637885002,4.425146835052818
2017,21740,4,13,5205414,57.33164751545218,0.46884428020518637
2017,21740,4,14,2554702,60,0
2017,21740,4,15,4727722,63.25151648087599,0
2017,21740,4,17,2213139,60,0
2017,21740,4,19,2065656,66.96367933479728,0
2018,21720,4,1,19740264,23.35862574279655,2.5305892261623253
2018,21720,4,2,28389274,35.168736293150715,3.5661433103220603
2018,21720,4,3,68722735,44.126565887693495,4.916520046095371
2018,21720,4,4,39517744,55.38214342195243,4.987382947771512
2018,21720,4,5,58846602,64.06681959733207,5.2828826384911745
2018,21720,4,6,19828483,72.3488164682089,5.938654397313199
2018,21720,4,7,8025550,80.656505586533,5.190257527521478
2018,21720,4,8,606841,85.67895374570934,4.928304201594816
2018,21720,4,9,298777,80.4156866157703,0.6131047570596131
2018,21720,4,10,54015,99,0
2018,21740,4,1,912868334,14.631892457866767,1.4472520188656253
2018,21740,4,2,368194449,22.861491665427035,3.152516975371348
2018,21740,4,3,154819309,31.03038401030456,5.150222277119192
2018,21740,4,4,274476277,39.18946292804751,3.9543024260708695
2018,21740,4,5,1891665882,43.38071601899833,2.5767227076150228
2018,21740,4,6,1083200670,46.46691809257282,3.5331144815576967
2018,21740,4,7,388092167,48.343028670248835,3.870164407647011
2018,21740,4,8,279647547,49.73299139766815,3.3689245023844245
2018,21740,4,9,283734098,51.71229257708038,3.4130709386575036
2018,21740,4,10,227115658,52.07350941069858,3.609992478149613
2018,21740,4,11,78159071,53.85171888199643,3.147723799071256
2018,21740,4,12,8672422,53.35,4.15
2018,21740,4,13,2074775,55,0
2018,21740,4,18,711606,65,0
2019,21720,4,1,436162710,21.804728606257974,3.6785776819847804
2019,21720,4,2,48060818,41.06798295963252,5.149090294717831
2019,21720,4,3,56362561,51.82539644623317,5.002537255892258
2019,21720,4,4,54355531,58.27741867704319,5.083227704279072
2019,21720,4,5,43369673,66.49459875614002,5.345924492213719
2019,21720,4,6,51864003,72.38040480870711,5.3952595147736675
2019,21720,4,7,23607905,77.18725847338,6.608069107360437
2019,21720,4,8,4014840,86.1014430911319,3.265289371431987
2019,21720,4,9,336153,89.73,4.95
2019,21720,4,10,29943,91,0
2019,21740,4,1,2413642839,14.181488850600402,1.7572056346651546
2019,21740,4,2,530965569,25.679692399696826,2.5738600132469225
2019,21740,4,3,305662863,34.12119725358982,2.637890588821711
2019,21740,4,4,386070569,41.288614588360396,3.9760158797548746
2019,21740,4,5,1109874699,44.44440511350012,2.4439048181600183
2019,21740,4,6,4273492494,46.94658958673955,2.6633922137315915
2019,21740,4,7,1695356560,48.81499857918974,3.0735975682366194
2019,21740,4,8,434060063,50.63815121406366,3.593611488786058
2019,21740,4,9,322404434,51.944814378979665,3.659094672686791
2019,21740,4,10,184612184,53.73635945799764,3.6261987370779387
2019,21740,4,11,104181266,52.880437509081524,3.0398029134143942
2019,21740,4,12,40543905,54.326559429339625,2.551206122350573
2019,21740,4,13,18642334,53.40442263935406,0.9573814920384969
2019,21740,4,14,4777185,60,0
2021,21720,4,1,112512038,22.09940456949149,2.961119125315284
2021,21720,4,2,87005438,38.268262832491004,4.039179445082502
2021,21720,4,3,168062452,45.82590341065593,4.996004164868427
2021,21720,4,4,78418159,52.62695312982291,7.586174700428762
2021,21720,4,5,36544632,66.42630263317469,8.333575983197752
2021,21720,4,6,22910142,75.68430510033504,5.460775512871112
2021,21720,4,7,18820193,83.20208055145875,5.576662321688199
2021,21720,4,8,5095258,83.38302855910338,9.819958159135416
2021,21720,4,9,1102497,91.28986328307468,3.5091212039579247
2021,21720,4,10,208394,101,0
2021,21740,4,1,841451451,14.435387591921808,1.68499123832398
2021,21740,4,2,468367001,25.37571878540606,3.1083049879724554
2021,21740,4,3,1024532261,32.4182359387217,3.9482186389833944
2021,21740,4,4,580483291,39.26928335932067,3.463223569427427
2021,21740,4,5,533224893,43.122589384363195,3.6269084265914047
2021,21740,4,6,360706230,46.543959956056206,3.187500432082917
2021,21740,4,7,970473897,48.624481175107796,2.9940372793251955
2021,21740,4,8,1266694815,50.14203779489694,3.121206979575424
2021,21740,4,9,273240843,52.78779828691277,3.487555169305345
2021,21740,4,10,102891079,55.433697976187034,3.6262834570915525
2021,21740,4,11,66534702,54.31090457247407,3.6532942514719613
2021,21740,4,12,44150100,56.050865863723985,4.329009837123811
2021,21740,4,13,7858163,59.102464913237355,2.7246509343214185
2021,21740,4,14,4419957,56.378075569513456,1.4991446975615372
2022,21720,4,1,105669065,18.725323917364083,2.6602348682653716
2022,21720,4,2,113337275,38.01814017162491,3.3851620765542494
2022,21720,4,3,97225125,47.74871056715021,5.392930064733783
2022,21720,4,4,106747517,55.1821473504625,5.787819818703605
2022,21720,4,5,38255427,63.160641041073724,6.1365565390238626
2022,21720,4,6,17675139,75.42767618857198,6.484863374483222
2022,21720,4,7,11296237,81.27930969578631,5.983202593925747
2022,21720,4,8,6018780,86.24279401473387,5.393270742575738
2022,21720,4,9,3393936,88.9121458271458,4.761735966735967
2022,21720,4,10,873417,89.71770128128946,4.271065665083231
2022,21720,4,11,194720,100,0
2022,21740,4,1,784966405,13.140923121607987,1.9042975488868215
2022,21740,4,2,249929554,26.00898247391743,2.0897675193706786
2022,21740,4,3,461077844,33.07867868309456,4.325920868038934
2022,21740,4,4,2512655116,39.135447783244445,3.3606807276211956
2022,21740,4,5,1203112752,42.7717129821844,2.9671753067496374
2022,21740,4,6,505273205,46.216782221075825,3.320034323826849
2022,21740,4,7,608929654,48.33271134688408,3.1892667563698582
2022,21740,4,8,845014761,50.660108681344084,3.328900411255656
2022,21740,4,9,657102854,52.06354338689267,3.4305276289364586
2022,21740,4,10,201915494,53.68214457207529,4.2831862134364
2022,21740,4,11,71062983,57.368953181855595,4.955287918183789
2022,21740,4,12,68955107,57.659071126522946,3.6352015332236376
2022,21740,4,13,28853947,57.802865864070526,3.7486166779886303
2022,21740,4,14,12039932,53.68805248567849,2.209570485946266
2023,21720,4,1,163668379,18.92496476390226,3.1126374237506194
2023,21720,4,2,171911858,34.90449490238189,4.716016735390062
2023,21720,4,3,107150110,47.50493930440202,6.001070820085952
2023,21720,4,4,69813961,57.36792296658257,6.562984265854791
2023,21720,4,5,59643832,64.48627675834108,6.860716391596032
2023,21720,4,6,12600671,76.238194960411235,8.045790098003511
2023,21720,4,7,5960499,84.58164967899499,6.47274624322561
2023,21720,4,8,3859207,89.62944260828715,4.1617291428005805
2023,21720,4,9,381627,94.85,3.8299999999999996
2023,21720,4,10,352310,94.92,4
2023,21740,4,1,1090129719,12.91316114774227,1.8669676941171438
2023,21740,4,2,298906963,26.56403175566037,3.507034808821098
2023,21740,4,3,261427386,36.737303912261126,4.893031490702354
2023,21740,4,4,492649678,39.51070471796797,3.051401365535856
2023,21740,4,5,2049128797,42.39351377311692,2.825198010469422
2023,21740,4,6,594081932,46.17564084517554,3.3923391584984275
2023,21740,4,7,311113452,49.73428905491364,3.4027686140038713
2023,21740,4,8,328587336,52.12365957646037,3.2965851058849083
2023,21740,4,9,538832702,52.5256432807599,3.5414850848083828
2023,21740,4,10,390972795,53.452699178442835,3.312088843010164
2023,21740,4,11,82906336,54.97072963796156,4.000268733019391
2023,21740,4,12,33448498,56.133567305772594,3.355903190331596
2023,21740,4,13,17633874,58.87920758138569,2.7854258956369997
2023,21740,4,14,8823337,62.2468253938391,3.0834766596810255
2023,21740,4,15,7814581,60.20569164744725,1.1774332494602078
