year,species_code,sex,age,agepop,mean_length,sd_length
2014,21740,0,14,37022931,63.74,5
2014,21740,0,15,30336348,64.21,4.99
2014,21740,0,16,10634996,66.97,4.07
2014,21740,0,17,4835913,70.73,3.96
2014,21740,0,18,4809657,70.11,4.46
2014,21740,0,19,3279881,72.54,5.43
2014,21740,0,20,2330310,68.77,3.68
2014,21740,0,21,602758,77.38,1.9
2014,21740,0,22,625601,70,0
2015,21720,0,1,63938556,20.46,5.61
2015,21720,0,2,437440202,34.63,3.03
2015,21720,0,3,192087847,45.16,3.39
2015,21720,0,4,202094288,55.2,3.89
2015,21720,0,5,64868151,63.93,4.4
2015,21720,0,6,20677531,73.13,4.17
2015,21720,0,7,7114578,80.57,5.02
2015,21720,0,8,988362,88.96,6.46
2015,21720,0,9,431009,89.19,5.2
2015,21720,0,10,30434,92,0
2015,21740,0,1,948187542,14.86,2.58
2015,21740,0,2,633918260,25.13,2.74
2015,21740,0,3,790194980,34.64,2.6
2015,21740,0,4,1251327748,38.45,2.26
2015,21740,0,5,1298400443,43.12,2.27
2015,21740,0,6,2172756431,46.61,2.33
2015,21740,0,7,2583195727,49.31,2.77
2015,21740,0,8,871120945,52.39,3.31
2015,21740,0,9,201671616,55.86,3.99
2015,21740,0,10,107556111,56.74,4.36
2015,21740,0,11,40446799,59.41,6.12
2015,21740,0,12,21386204,62.32,4.56
2015,21740,0,13,19447289,59.44,4.65
2015,21740,0,14,16142507,64.91,4.08
2015,21740,0,15,5238495,65.42,4.14
2015,21740,0,16,7115786,64.8,3.66
2015,21740,0,17,4015053,68,0
2015,21740,0,18,3681313,64.99,3.29
2015,21740,0,19,477813,70,0
2015,21740,0,20,1423154,73.29,4.7
2015,21740,0,21,653076,72,0
2016,21720,0,1,65789335,20.99,3.64
2016,21720,0,2,60290479,33.71,4.28
2016,21720,0,3,264059834,44.86,3.33
2016,21720,0,4,142976947,53.2,3.62
2016,21720,0,5,95812902,63.9,4.27
2016,21720,0,6,23297220,73.31,4.58
2016,21720,0,7,6585975,77.97,6.73
2016,21720,0,8,1906394,84.31,6.25
2016,21720,0,9,724289,87.58,5.55
2016,21720,0,10,293734,96.29,5.99
2016,21740,0,1,602746770,15.45,2.59
2016,21740,0,2,368373540,24.14,3.06
2016,21740,0,3,347249936,31.64,2.38
2016,21740,0,4,1799210041,40.12,2.06
2016,21740,0,5,2142884507,43.7,2.26
2016,21740,0,6,643034112,46.71,2.43
2016,21740,0,7,847079824,48.32,2.68
2016,21740,0,8,1353726171,50.44,2.95
2016,21740,0,9,338897033,52.54,3.4
2016,21740,0,10,49216564,57.81,4.22
2016,21740,0,11,14825947,62.1,3.16
2016,21740,0,12,7224199,59.25,2.96
2016,21740,0,14,3947111,62,0
2016,21740,0,15,3765355,66,0
2016,21740,0,16,912796,69,0
2017,21720,0,1,54567453,21.81,3.96
2017,21720,0,2,80138475,34.68,4.25
2017,21720,0,3,73746774,46.31,2.97
2017,21720,0,4,174990763,55.84,3.62
2017,21720,0,5,79333805,65.76,4.24
2017,21720,0,6,32471969,75.94,4.37
2017,21720,0,7,3502955,84.12,4.14
2017,21720,0,8,755733,87.45,5.62
2017,21720,0,9,207434,88,0
2017,21740,0,1,778672019,15.02,2.25
2017,21740,0,2,238541596,23.42,2.17
2017,21740,0,3,394858673,31.07,2.98
2017,21740,0,4,1891982776,39.49,2.25
2017,21740,0,5,2767958273,44.37,2.26
2017,21740,0,6,1062755978,47.28,2.33
2017,21740,0,7,828207970,48.65,2.82
2017,21740,0,8,1194543713,50.92,3.38
2017,21740,0,9,908731638,51.82,3.32
2017,21740,0,10,193318776,54.18,4.71
2017,21740,0,11,31266589,57.76,2.32
2017,21740,0,12,10937274,61.53,4.31
2017,21740,0,13,6683014,61.32,2.2
2017,21740,0,15,1759917,65,0
2017,21740,0,17,6191430,63,0
2017,21740,0,18,1263997,71,0
2017,21740,0,19,1999508,66,0
2018,21720,0,1,20486183,22.75,2.66
2018,21720,0,2,28537872,34.01,3.29
2018,21720,0,3,62180801,43.19,3.69
2018,21720,0,4,46149289,54.3,3.91
2018,21720,0,5,61719112,64.08,4.39
2018,21720,0,6,18969216,74.01,4.76
2018,21720,0,7,7550284,82.17,5.12
2018,21720,0,8,657721,87.06,5.66
2018,21720,0,9,43767,94,0
2018,21720,0,10,54015,99,0
2018,21740,0,1,986180028,14.98,2.05
2018,21740,0,2,323842847,23.6,2.89
2018,21740,0,3,145167204,31.83,2.46
2018,21740,0,4,186587833,38.24,2.43
2018,21740,0,5,1605728173,42.39,1.98
2018,21740,0,6,1359373351,46.18,2.53
2018,21740,0,7,591864777,49.5,2.9
2018,21740,0,8,285810952,50.54,2.97
2018,21740,0,9,272532748,51.74,2.95
2018,21740,0,10,157628727,53.87,3.59
2018,21740,0,11,44861545,55.19,3.11
2018,21740,0,12,5986476,59.41,4.01
2018,21740,0,16,1498587,65,0
2019,21720,0,1,443072605,21.84,3.84
2019,21720,0,2,25212956,37.19,3.95
2019,21720,0,3,52774079,46.68,3.21
2019,21720,0,4,80564841,57.09,4.09
2019,21720,0,5,50156448,66.25,4.24
2019,21720,0,6,58103734,73.61,4.69
2019,21720,0,7,14837953,82.69,6.22
2019,21720,0,8,1634136,86.72,6.52
2019,21720,0,9,275151,92.28,1.87
2019,21720,0,10,111620,93,0
2019,21740,0,1,2467633129,14.27,2.1
2019,21740,0,2,668301993,26.62,3.22
2019,21740,0,3,218870188,34.32,3.03
2019,21740,0,4,184295736,38.28,2.39
2019,21740,0,5,793955290,42.93,2.23
2019,21740,0,6,5437715310,46.65,2.4
2019,21740,0,7,1237481055,50.57,3.01
2019,21740,0,8,446109550,51.75,2.97
2019,21740,0,9,267311687,52.96,3.41
2019,21740,0,10,139879296,53.55,3.17
2019,21740,0,11,70521814,56.62,3.14
2019,21740,0,12,16437572,59.49,2.04
2021,21720,0,1,118359414,22.03,3.25
2021,21720,0,2,97163755,37.81,3.58
2021,21720,0,3,181154552,45.83,3.44
2021,21720,0,4,59723237,56.26,4.43
2021,21720,0,5,32647190,68.02,3.88
2021,21720,0,6,25858906,76.36,4.61
2021,21720,0,7,20784127,82.98,4.88
2021,21720,0,8,4494663,93.14,4.83
2021,21720,0,9,644470,96.86,2
2021,21740,0,1,884204585,14.69,2.61
2021,21740,0,2,890332300,27.59,3.12
2021,21740,0,3,597341292,34.36,2.79
2021,21740,0,4,571507380,39.06,2.1
2021,21740,0,5,405087956,43.68,2.54
2021,21740,0,6,1048392341,46.93,2.7
2021,21740,0,7,1245418416,49.52,2.66
2021,21740,0,8,485132182,51.97,3.17
2021,21740,0,9,191796385,53.77,3.14
2021,21740,0,10,110688273,55.7,3.93
2021,21740,0,11,67391569,55.48,2.89
2021,21740,0,12,37065310,57.61,4.15
2021,21740,0,13,8332297,58.25,2.89
2021,21740,0,14,14508093,62.26,2.92
2022,21720,0,1,112606065,18.59,3.22
2022,21720,0,2,92746463,36.72,2.51
2022,21720,0,3,90486632,44.39,3.65
2022,21720,0,4,145852231,55.01,4.25
2022,21720,0,5,29001671,66.25,4.01
2022,21720,0,6,18824949,76.75,4.37
2022,21720,0,7,12593106,84.03,5.93
2022,21720,0,8,5531080,88.97,5.29
2022,21720,0,9,1608924,94.71,4.51
2022,21720,0,10,192928,94,0
2022,21740,0,1,791160336,13.18,2.2
2022,21740,0,2,476065288,27.56,2.71
2022,21740,0,3,671239263,34.66,2.18
2022,21740,0,4,2178298660,39.74,2.48
2022,21740,0,5,1218775454,43.4,2.29
2022,21740,0,6,558488588,47,2.36
2022,21740,0,7,948023749,49.29,2.76
2022,21740,0,8,757379164,51.5,3.15
2022,21740,0,9,342642014,53.64,3.75
2022,21740,0,10,153631306,55.46,3.2
2022,21740,0,11,78849832,58.21,3.96
2022,21740,0,12,43170650,60.03,4.17
2022,21740,0,13,12066624,62.47,4.15
2022,21740,0,14,6586693,61.29,3.84
2022,21740,0,17,1069003,63,0
2023,21720,0,1,181542829,19.44,3.97
2023,21720,0,2,169412881,35.4,3.87
2023,21720,0,3,61933316,45.12,3.62
2023,21720,0,4,99140710,54.55,4.03
2023,21720,0,5,63128980,64.39,4.93
2023,21720,0,6,15923020,75.37,4.72
2023,21720,0,7,7114513,85.18,6.71
2023,21720,0,8,6768793,88.63,5.49
2023,21720,0,9,1957132,94.22,4.94
2023,21740,0,1,1098812840,12.87,2.23
2023,21740,0,2,384919020,26.31,3.3
2023,21740,0,3,197174476,35.28,2.93
2023,21740,0,4,920331414,39.99,2.06
2023,21740,0,5,1366815143,42.29,2.28
2023,21740,0,6,857653388,45.98,2.6
2023,21740,0,7,462429819,50,2.93
2023,21740,0,8,472660040,51.58,3.07
2023,21740,0,9,453211806,52.84,3.33
2023,21740,0,10,222072946,55.66,3.42
2023,21740,0,11,75164769,57.19,3.38
2023,21740,0,12,50402813,58.38,3.58
2023,21740,0,13,7731910,60.96,4.63
2023,21740,0,14,11480008,61.7,3.39
2023,21740,0,15,3275447,66.42,2.93
2013,21720,4,1,79784137,16.241217852491154,3.045813398345087
2013,21720,4,2,330341344,28.90451219085069,3.2796472313196134
2013,21720,4,3,132014641,43.62978755848754,3.8687997797910914
2013,21720,4,4,93344699,51.70565602402339,3.6693239357920047
2013,21720,4,5,96780261,63.11637541037423,4.2923929673014625
2013,21720,4,6,22230654,70.46043578834885,5.031270082292676
2013,21720,4,7,7656962,79.57419779672408,4.525997097804586
2013,21720,4,8,1347490,84.84050646015926,5.438296499417436
2013,21720,4,9,446329,89.9907694996292,4.957477600604038
2013,21720,4,11,28626,97,0
2014,21720,4,1,311719260,18.104895426962067,2.619855576873883
2014,21720,4,2,215267818,32.31581991986373,3.3924627424801606
2014,21720,4,3,271775635,43.65581116997482,3.7756131923672998
2014,21720,4,4,194539244,52.21419966626374,4.349689437931608
2014,21720,4,5,79488333,61.53133848875659,3.772911035510079
2014,21720,4,6,39055152,70.61476218809749,4.824767799136974
2014,21720,4,7,5523297,78.59226007038912,4.48707208393827
2014,21720,4,8,2285091,84.97639834474863,5.0496158446206305
2014,21720,4,9,193034,92.29053306671362,3.7735204160925018
2014,21720,4,10,32419,96,0
2014,21740,4,1,1708329571,13.757497498320829,1.710513372521841
2014,21740,4,2,405432146,25.405743726473037,2.118436647768922
2014,21740,4,3,174066664,31.911200426521642,2.7037366815968853
2014,21740,4,4,297824330,38.464327295557084,1.7774766181795825
2014,21740,4,5,1392489597,42.13788841651217,2.3541781346248722
2014,21740,4,6,4628963991,45.598402663783,2.381361065513201
2014,21740,4,7,2066903066,49.04405725098479,2.9033743904369436
2014,21740,4,8,458846538,53.46474580645087,4.24173766332307
2014,21740,4,9,291831436,55.52470535693077,3.165753274743164
2014,21740,4,10,102388401,57.429592769692725,4.058747458318058
2014,21740,4,11,66887115,58.52731624409276,3.5348183238281394
2014,21740,4,12,46352691,60.06606292825588,4.5424989561016
2014,21740,4,13,29763005,62.20638015281051,4.715296526006027
2014,21740,4,14,39818006,63.13678926915626,4.327026618560458
2014,21740,4,15,33015109,63.82274181224118,4.189736035098354
2014,21740,4,16,13451490,67.58671566867314,3.6346009438359617
2014,21740,4,17,4241470,70.48162553077117,3.5908040089874502
2014,21740,4,18,3449093,69.13284946506226,4.669786349628729
2014,21740,4,19,3456202,72.12996455357644,4.484543550984578
2014,21740,4,20,2031250,69.26,3.9
2014,21740,4,21,424382,77.40213298396256,0
2014,21740,4,22,779261,70,0
2015,21720,4,1,61034942,21.137855284928424,4.68539699505244
2015,21720,4,2,435844386,34.64533687512038,2.995404419870169
2015,21720,4,3,192233446,45.1445718997307,3.3880387551290116
2015,21720,4,4,201821838,55.17336351673698,3.872546812550582
2015,21720,4,5,65711182,63.95281724562495,4.336739110247629
2015,21720,4,6,20517811,73.15499299559782,3.906522862502242
2015,21720,4,7,7081201,80.90563384092613,4.557850970478031
2015,21720,4,8,978720,88.81303457577243,5.1766180725846
2015,21720,4,9,191664,92.42466196051423,2.703739252024376
2015,21720,4,10,27809,92,0
2015,21740,4,1,931365683,14.881530247706152,1.863168749712244
2015,21740,4,2,577113276,24.764518644932373,2.6563920436652717
2015,21740,4,3,728912682,34.82283773622147,2.0547419558272964
2015,21740,4,4,1256966588,38.408528155873306,2.170810397451869
2015,21740,4,5,1283445804,43.18201152153987,2.26067383924378
2015,21740,4,6,2199525736,46.5624947719366,2.2915655389085203
2015,21740,4,7,2563777209,49.310932869373985,2.685636524062727
2015,21740,4,8,869272782,52.35429150747297,3.1827417374492235
2015,21740,4,9,203468473,55.73465343478544,3.86033597873416
2015,21740,4,10,109280046,56.845268058909866,4.179709372926142
2015,21740,4,11,37828162,59.32552600229427,5.557208139798069
2015,21740,4,12,22799581,62.63138901894733,3.410406234219831
2015,21740,4,13,19449014,58.735534653839004,3.620956251561133
2015,21740,4,14,14599355,64.33602010225795,3.4560275676562418
2015,21740,4,15,3656596,64.34611695686371,2.50628781522487
2015,21740,4,16,6282178,64.86149910906695,3.1432261661481102
2015,21740,4,17,4379746,68,0
2015,21740,4,18,3829104,64.59227571776583,0.40203584441686613
2015,21740,4,19,767662,70,0
2015,21740,4,20,1167382,70.5718731315028,1.93722023296573
2015,21740,4,21,553706,72,0
2016,21720,4,1,65635329,21.042917180623867,2.332064194117165
2016,21720,4,2,60488277,33.79157011531342,4.171101453592405
2016,21720,4,3,263402285,44.869376589348875,3.3169488680024166
2016,21720,4,4,142995758,53.170216398377356,3.6027474757677775
2016,21720,4,5,96093474,63.9037494677318,4.196228556374182
2016,21720,4,6,23700143,73.53581454381941,4.43536137777734
2016,21720,4,7,6362242,77.81400872994143,6.678768649479225
2016,21720,4,8,1604415,84.16599906507979,5.192852665924963
2016,21720,4,9,498942,88.12386325464684,4.155297629784624
2016,21720,4,10,265678,97.43831811440917,4.836508856585792
2016,21740,4,1,588661438,15.341474813507316,1.9917025135592457
2016,21740,4,2,349222295,23.98340534661454,2.525984182052294
2016,21740,4,3,285003305,31.91774903147176,2.381659197566148
2016,21740,4,4,1802003501,40.11218542086507,2.0525419654997665
2016,21740,4,5,2156144890,43.70467423656302,2.239541166141205
2016,21740,4,6,632760285,46.766651980425735,2.2862981842009886
2016,21740,4,7,857786237,48.38186291129546,2.6106811864947193
2016,21740,4,8,1338454327,50.41177836866898,2.8579035496143605
2016,21740,4,9,337397100,52.52148466124932,3.2953927748045255
2016,21740,4,10,46971047,57.45636921804191,3.974356541168861
2016,21740,4,11,11165288,61.580247383676976,2.681484302061891
2016,21740,4,12,5592944,58.544893258362684,2.2517878026313154
2016,21740,4,14,1363168,62,0
2016,21740,4,15,2723897,66,0
2016,21740,4,16,515787,69,0
2017,21720,4,1,51658829,22.06054493047065,3.2221121496966183
2017,21720,4,2,77534529,34.80667496800039,4.191714886924766
2017,21720,4,3,73832726,46.253788552382595,3.003726449162936
2017,21720,4,4,175860239,55.855178839828596,3.6249086514661224
2017,21720,4,5,78170167,65.75449422360835,4.216615138611639
2017,21720,4,6,32727376,75.68560741349994,4.23606985876289
2017,21720,4,7,2580337,83.0949941964945,4.056287209771437
2017,21720,4,8,629362,86.32468019994852,2.6449504418760585
2017,21720,4,9,95861,88,0
2017,21740,4,1,737971023,15.001889252675982,1.8388820850490224
2017,21740,4,2,227718195,23.453200933768162,2.190284447626155
2017,21740,4,3,356729036,31.320187142601988,3.17980960352776
2017,21740,4,4,1867894538,39.520543374697745,2.1758347770809743
2017,21740,4,5,2777146255,44.36230719378875,2.2134101904258547
2017,21740,4,6,1061425520,47.30592695199188,2.316117941181591
2017,21740,4,7,853018031,48.68974312618018,2.572482247869389
2017,21740,4,8,1185388671,50.91939355885746,3.2277442684619686
2017,21740,4,9,891651832,51.82042058904221,3.0814438697300854
2017,21740,4,10,189356206,53.79426633463494,3.9888260283373023
2017,21740,4,11,25865745,57.71488826592854,1.7901458473359264
2017,21740,4,12,8402885,59.336073379559515,0.44352275676746733
2017,21740,4,13,8858493,62.31051605730229,1.822907149105384
2017,21740,4,15,594550,65,0
2017,21740,4,17,4133172,63,0
2017,21740,4,18,398126,71,0
2017,21740,4,19,1667530,66,0
2018,21720,4,1,18386802,23.121679236552396,2.400751252447271
2018,21720,4,2,28720102,34.03087642028569,3.2701458807493093
2018,21720,4,3,61793302,43.182509936432915,3.6437578741139287
2018,21720,4,4,46699038,54.318164384028634,3.9333546870922693
2018,21720,4,5,61693779,64.18127446285953,4.385531289143433
2018,21720,4,6,18859927,73.92743441742908,4.818038525811897
2018,21720,4,7,7195282,82.19164759074071,4.523627432531484
2018,21720,4,8,584267,87.68644284205679,5.139969568707458
2018,21720,4,9,43767,94,0
2018,21720,4,10,54015,99,0
2018,21740,4,1,976979676,14.947256630617973,1.5554423775239312
2018,21740,4,2,332779746,23.476356762589752,2.3721503181266326
2018,21740,4,3,135395654,31.55424672427078,2.2284668945134682
2018,21740,4,4,186742153,38.205420585570735,2.3742157028145647
2018,21740,4,5,1609901003,42.4133317870602,1.9707071644205938
2018,21740,4,6,1351362198,46.15243863222227,2.503731024315659
2018,21740,4,7,583596081,49.535708440269666,2.7609442233214727
2018,21740,4,8,280021406,50.40816703095191,2.72953470582174
2018,21740,4,9,277653273,51.618132106297914,2.687659846602997
2018,21740,4,10,171002939,53.91833660847198,3.396754946767319
2018,21740,4,11,39964506,55.080395108849835,2.5223028416765616
2018,21740,4,12,7322025,60.2342889187076,2.9561748860458685
2018,21740,4,16,711606,65,0
2019,21720,4,1,438106490,21.83578115959889,3.7049444648035235
2019,21720,4,2,22591513,37.86620273994044,3.555550301566788
2019,21720,4,3,52276948,46.64572162514154,3.16552255613698
2019,21720,4,4,80644889,57.082348023071866,4.074395896558305
2019,21720,4,5,50273705,66.18857898179576,4.200408390429947
2019,21720,4,6,57161799,73.4855807660987,4.3333626929761255
2019,21720,4,7,14996037,82.48463881290772,5.721377997400246
2019,21720,4,8,1888552,85.0689884101682,4.943185519911552
2019,21720,4,9,118229,93.98694905649207,0
2019,21720,4,10,105974,93,0
2019,21740,4,1,2439402521,14.245674992602012,1.8134811580036077
2019,21740,4,2,604355218,27.058853521986137,3.470225782893795
2019,21740,4,3,208576031,34.66923320033835,3.034536695158419
2019,21740,4,4,167810482,38.55224582317808,1.962337353694032
2019,21740,4,5,807361833,42.95536314752942,2.2080792797273587
2019,21740,4,6,5451573180,46.67381993119828,2.3052127205325346
2019,21740,4,7,1219359588,50.60285248273293,2.786948311140848
2019,21740,4,8,433867259,51.683780302929016,2.593948341167638
2019,21740,4,9,265379744,53.08395417639713,3.4264202508613466
2019,21740,4,10,145006072,53.69944263382294,3.102188851857183
2019,21740,4,11,69529592,56.737709043654384,2.9612399037232953
2019,21740,4,12,12065440,59.24478892274132,1.9106191651527005
2021,21720,4,1,113432915,22.140046661941113,2.986980021539604
2021,21720,4,2,95989321,37.910629145298365,3.4486885183821645
2021,21720,4,3,180959914,45.82994598809325,3.422663299011073
2021,21720,4,4,58520620,56.159200971213224,4.437606769032865
2021,21720,4,5,31098810,67.9259366663869,3.926685964511182
2021,21720,4,6,26382816,76.41452341630249,4.367809299431873
2021,21720,4,7,19988600,82.944474863172,4.780999084478153
2021,21720,4,8,3842671,92.88277143164221,4.595661832615907
2021,21720,4,9,463537,97.20988529502499,1.1135825619098367
2021,21740,4,1,879225668,14.718653109215188,1.8853283559392173
2021,21740,4,2,900173169,27.70765214029613,3.14101681229959
2021,21740,4,3,580031290,34.28103262830872,2.8847646821949895
2021,21740,4,4,577208800,39.074058862113674,2.147892624748618
2021,21740,4,5,410543453,43.655023722933414,2.488555352385561
2021,21740,4,6,1054247692,46.911646367948606,2.6121643138204758
2021,21740,4,7,1228320371,49.54960817653817,2.4593450606950813
2021,21740,4,8,483221176,51.93356172437277,2.8860588684962765
2021,21740,4,9,192801835,53.73044086499488,2.8848119348034214
2021,21740,4,10,113212428,55.500066054232136,3.6780404550638206
2021,21740,4,11,71034573,55.71279040151336,2.832519606896208
2021,21740,4,12,37720544,57.73163369780669,4.028313215737291
2021,21740,4,13,7778691,58.048463490836696,2.9080708219416356
2021,21740,4,14,9508997,60.95671919130903,1.5916474429427205
2022,21720,4,1,105473764,18.705118798073805,2.6308294062587927
2022,21720,4,2,91786359,36.775785476576104,2.4198763124485634
2022,21720,4,3,90712434,44.3915113804575,3.6289796409828448
2022,21720,4,4,145763417,55.01477167148188,4.2535810994332
2022,21720,4,5,28723688,66.201090200186,3.9386272152795985
2022,21720,4,6,19145631,76.61837475244351,4.14031923993521
2022,21720,4,7,12586984,84.04075737841566,5.0082348853386955
2022,21720,4,8,4847664,88.46119721168795,4.247453387858564
2022,21720,4,9,1507444,95.19835987273822,2.640783657635043
2022,21720,4,10,139252,94,0
2022,21740,4,1,790295211,13.18872116061703,1.9319507992817635
2022,21740,4,2,450368473,27.746896375204308,2.5180204060598177
2022,21740,4,3,682648398,34.74097304539488,2.178227418912071
2022,21740,4,4,2176939354,39.75469985267215,2.494152053934526
2022,21740,4,5,1211679935,43.41002795942973,2.2699950633497945
2022,21740,4,6,571448959,47.03123624299051,2.310313269080608
2022,21740,4,7,938205364,49.32428527365571,2.593016024623794
2022,21740,4,8,755455565,51.493180401722235,3.02991700214691
2022,21740,4,9,341172985,53.662012099668445,3.455027972100429
2022,21740,4,10,153893136,55.46202835167385,3.083209022460885
2022,21740,4,11,77261429,58.11440602632395,3.7370574784476225
2022,21740,4,12,41980628,59.942946530718885,3.9169815982743277
2022,21740,4,13,12617817,61.94905667993124,2.5771397025333305
2022,21740,4,14,5937381,61.376741526272276,2.6041289231733655
2022,21740,4,17,984972,63,0
2023,21720,4,1,172472716,19.228991094742195,3.3076920191829067
2023,21720,4,2,170133616,35.35926056112273,3.917592806879506
2023,21720,4,3,61668433,45.19207227545412,3.597048407408049
2023,21720,4,4,98671581,54.484908667471345,3.969462421809174
2023,21720,4,5,63003704,64.36720970976563,4.8474171920114415
2023,21720,4,6,15905324,75.03055176304488,4.4181341172301805
2023,21720,4,7,5977586,83.82785674016233,5.387989934398267
2023,21720,4,8,5743019,88.51653450911445,4.864635662880447
2023,21720,4,9,1766476,93.71063821982298,4.056873889031043
2023,21740,4,1,1084517722,12.847298136452213,1.836700804507462
2023,21740,4,2,341756917,26.670053497029876,3.2034671270457418
2023,21740,4,3,173839781,35.28176759018122,2.915905188180144
2023,21740,4,4,941835657,39.99749402521293,1.977116932492608
2023,21740,4,5,1340956628,42.28750281652659,2.236924059828727
2023,21740,4,6,871038317,45.99079798847701,2.625254624452991
2023,21740,4,7,468537340,49.96601438372019,2.8175911668000677
2023,21740,4,8,471584862,51.551672029625074,2.984195196706717
2023,21740,4,9,445413963,52.83364213139856,3.025290807845644
2023,21740,4,10,218728440,55.7098991117936,3.1025703064494032
2023,21740,4,11,76839954,57.296705860339266,2.9942941129298433
2023,21740,4,12,52422088,58.422324520534175,3.170550733881489
2023,21740,4,13,6818858,60.32990144097443,4.210047136925274
2023,21740,4,14,10776082,61.17290157220407,2.0484619047999075
2023,21740,4,15,1390781,65.11,3.45
