sim,year,species_code,sex,rss,sex_desc
5,2016,21720,4,75.20238809727213,total_post
1,2016,21720,12,234.26544549624808,female_male
2,2016,21720,12,254.7044883506669,female_male
3,2016,21720,12,201.4325686608821,female_male
4,2016,21720,12,188.98119309440432,female_male
5,2016,21720,12,142.69364432118468,female_male
1,2016,21740,0,131.2756929331039,total_pre
1,2016,21740,1,101.34319369594427,male
1,2016,21740,2,121.58940348641998,female
1,2016,21740,4,124.76670860727552,total_post
2,2016,21740,0,111.8110244195974,total_pre
2,2016,21740,1,145.13861314796213,male
2,2016,21740,2,154.12653185344394,female
2,2016,21740,4,190.0904245170896,total_post
3,2016,21740,0,151.20512676013593,total_pre
3,2016,21740,1,55.842368788808905,male
3,2016,21740,2,255.77618788351228,female
3,2016,21740,4,108.6441961172527,total_post
4,2016,21740,0,103.92399330185368,total_pre
4,2016,21740,1,144.8156892679526,male
4,2016,21740,2,73.7133393482841,female
4,2016,21740,4,124.29084896086272,total_post
5,2016,21740,0,97.24241600001073,total_pre
5,2016,21740,1,91.9139418728038,male
5,2016,21740,2,79.36215163502882,female
5,2016,21740,4,93.54305742646741,total_post
1,2016,21740,12,230.48856879495526,female_male
2,2016,21740,12,328.2647404546193,female_male
3,2016,21740,12,187.38480486010107,female_male
4,2016,21740,12,220.58002417606508,female_male
5,2016,21740,12,184.94008611974473,female_male
1,2017,21720,0,108.76731125351917,total_pre
1,2017,21720,1,180.33390694670305,male
1,2017,21720,2,194.66455510479736,female
1,2017,21720,4,216.67947193093147,total_post
2,2017,21720,0,111.22318151005318,total_pre
2,2017,21720,1,61.50152425840323,male
2,2017,21720,2,123.27031618946359,female
2,2017,21720,4,92.18409814857047,total_post
3,2017,21720,0,71.65032008369573,total_pre
3,2017,21720,1,68.16442882850734,male
3,2017,21720,2,50.41931105516207,female
3,2017,21720,4,66.36709440867217,total_post
4,2017,21720,0,129.44339424551958,total_pre
4,2017,21720,1,66.81436470949903,male
4,2017,21720,2,100.63448120776972,female
4,2017,21720,4,87.80578773944377,total_post
5,2017,21720,0,113.46883135171076,total_pre
5,2017,21720,1,154.71119495768153,male
5,2017,21720,2,178.06014470492934,female
5,2017,21720,4,200.10847929371573,total_post
1,2017,21720,12,417.25796788631374,female_male
2,2017,21720,12,184.2773209135601,female_male
3,2017,21720,12,127.9355881405919,female_male
4,2017,21720,12,180.50655246615761,female_male
5,2017,21720,12,369.3271574291161,female_male
1,2017,21740,0,127.063208245527,total_pre
1,2017,21740,1,329.1482143994361,male
1,2017,21740,2,177.1736702575592,female
1,2017,21740,4,295.8554925189568,total_post
2,2017,21740,0,98.16359128600865,total_pre
2,2017,21740,1,117.40414356922857,male
2,2017,21740,2,83.54652949287846,female
2,2017,21740,4,111.33157603585816,total_post
3,2017,21740,0,441.5868733759333,total_pre
3,2017,21740,1,129.05815779572413,male
3,2017,21740,2,287.53382059700823,female
3,2017,21740,4,303.2303702765312,total_post
4,2017,21740,0,404.2124041552013,total_pre
4,2017,21740,1,139.54978477341783,male
4,2017,21740,2,481.4931171580774,female
4,2017,21740,4,352.14530713090284,total_post
5,2017,21740,0,290.1500393913668,total_pre
5,2017,21740,1,159.2265883946021,male
5,2017,21740,2,213.73420051377468,female
5,2017,21740,4,235.30918077994818,total_post
1,2017,21740,12,522.531456395639,female_male
2,2017,21740,12,218.76502620127872,female_male
3,2017,21740,12,377.8134344531875,female_male
4,2017,21740,12,441.1931576682863,female_male
5,2017,21740,12,388.60913872584973,female_male
1,2018,21720,0,124.0783845436033,total_pre
1,2018,21720,1,447.11733954179255,male
1,2018,21720,2,166.50846352487864,female
1,2018,21720,4,469.1964925989539,total_post
2,2018,21720,0,96.65525298938994,total_pre
2,2018,21720,1,408.9255525525173,male
2,2018,21720,2,114.55354396832391,female
2,2018,21720,4,293.15586050817,total_post
3,2018,21720,0,182.25193444721563,total_pre
3,2018,21720,1,94.59553976038403,male
3,2018,21720,2,102.95440442092689,female
3,2018,21720,4,118.08128977610663,total_post
4,2018,21720,0,100.27561296001832,total_pre
4,2018,21720,1,71.53953848036605,male
4,2018,21720,2,141.47358226794412,female
4,2018,21720,4,129.19468669432882,total_post
5,2018,21720,0,181.13194152082255,total_pre
5,2018,21720,1,71.14031440205936,male
5,2018,21720,2,145.68100859065768,female
5,2018,21720,4,113.23805412321566,total_post
1,2018,21720,12,559.1302042233406,female_male
2,2018,21720,12,401.3216629978418,female_male
3,2018,21720,12,219.44362180748956,female_male
4,2018,21720,12,202.343840717219,female_male
5,2018,21720,12,214.8816133682473,female_male
1,2018,21740,0,128.4022922071248,total_pre
1,2018,21740,1,227.3976767150629,male
1,2018,21740,2,294.79399296845776,female
1,2018,21740,4,334.4232817046583,total_post
2,2018,21740,0,139.26982361371876,total_pre
2,2018,21740,1,121.69106979391017,male
2,2018,21740,2,158.41323022409753,female
2,2018,21740,4,160.10147220215302,total_post
3,2018,21740,0,657.4167274666339,total_pre
3,2018,21740,1,84.12098066352057,male
3,2018,21740,2,88.88228627664704,female
3,2018,21740,4,394.9668476382806,total_post
4,2018,21740,0,219.97627299451418,total_pre
4,2018,21740,1,375.3103554276046,male
4,2018,21740,2,157.36703749549858,female
4,2018,21740,4,466.1954254553504,total_post
5,2018,21740,0,280.01053040864207,total_pre
5,2018,21740,1,277.5984298402505,male
5,2018,21740,2,308.63352160302065,female
5,2018,21740,4,403.8013114611801,total_post
1,2018,21740,12,543.9202263539433,female_male
2,2018,21740,12,293.79325833824373,female_male
3,2018,21740,12,170.34731302039097,female_male
4,2018,21740,12,483.6025770305965,female_male
5,2018,21740,12,650.6283767152527,female_male
1,2019,21720,0,43.8008811713921,total_pre
1,2019,21720,1,74.68691831825252,male
1,2019,21720,2,52.63772012307454,female
1,2019,21720,4,62.79475856439889,total_post
2,2019,21720,0,235.94606409549073,total_pre
2,2019,21720,1,68.4553597336914,male
2,2019,21720,2,435.1232191065568,female
2,2019,21720,4,261.02504303323605,total_post
3,2019,21720,0,116.47636849417466,total_pre
3,2019,21720,1,50.146774951187666,male
3,2019,21720,2,102.67384617591809,female
3,2019,21720,4,74.42584025255283,total_post
4,2019,21720,0,298.982753429014,total_pre
4,2019,21720,1,152.00672706743705,male
4,2019,21720,2,119.65745241644402,female
4,2019,21720,4,134.6402305265154,total_post
5,2019,21720,0,221.5012151061274,total_pre
5,2019,21720,1,171.41563645602062,male
5,2019,21720,2,343.5338854810088,female
5,2019,21720,4,313.0276943754247,total_post
1,2019,21720,12,152.66032282085075,female_male
2,2019,21720,12,91.66937134444925,female_male
3,2019,21720,12,165.27013556472284,female_male
4,2019,21720,12,341.12589697985527,female_male
5,2019,21720,12,538.0959424503552,female_male
1,2019,21740,0,49.130080003383576,total_pre
1,2019,21740,1,30.784911251603855,male
1,2019,21740,2,36.240638448824996,female
1,2019,21740,4,51.95711657035075,total_post
2,2019,21740,0,36.445053415246356,total_pre
2,2019,21740,1,25.017041835656627,male
2,2019,21740,2,27.42798397818374,female
2,2019,21740,4,38.09532861886998,total_post
3,2019,21740,0,27.684553298831414,total_pre
3,2019,21740,1,20.06836978713103,male
3,2019,21740,2,25.575224694592823,female
3,2019,21740,4,32.87439023026649,total_post
4,2019,21740,0,43.9697693039388,total_pre
4,2019,21740,1,26.11907366758089,male
4,2019,21740,2,85.2241325449223,female
4,2019,21740,4,62.99715144137984,total_post
5,2019,21740,0,35.67445664062595,total_pre
5,2019,21740,1,28.274610377483967,male
5,2019,21740,2,45.27647691849388,female
5,2019,21740,4,44.804212941484536,total_post
1,2019,21740,12,76.64715201730827,female_male
2,2019,21740,12,60.30718711813031,female_male
3,2019,21740,12,51.608396441402284,female_male
4,2019,21740,12,88.48257224912969,female_male
5,2019,21740,12,79.11349369217268,female_male
1,2021,21720,0,215.96167936251703,total_pre
1,2021,21720,1,162.14678634159011,male
1,2021,21720,2,102.47029857506227,female
1,2021,21720,4,140.89137019485062,total_post
2,2021,21720,0,108.91366039615141,total_pre
2,2021,21720,1,185.6889425668078,male
2,2021,21720,2,746.2578586001534,female
2,2021,21720,4,481.69460760375955,total_post
3,2021,21720,0,246.254517049686,total_pre
3,2021,21720,1,105.00083874678448,male
3,2021,21720,2,152.18651493304122,female
3,2021,21720,4,194.39434046118848,total_post
4,2021,21720,0,161.17646368051095,total_pre
4,2021,21720,1,91.57823267685227,male
4,2021,21720,2,174.41049557909332,female
4,2021,21720,4,143.4998549598259,total_post
5,2021,21720,0,124.4110530396509,total_pre
5,2021,21720,1,172.5093930694487,male
5,2021,21720,2,253.61088157074332,female
5,2021,21720,4,224.5040778848606,total_post
1,2021,21720,12,290.548867080835,female_male
2,2021,21720,12,610.8330579185548,female_male
3,2021,21720,12,272.85951963808543,female_male
4,2021,21720,12,261.91646031563437,female_male
5,2021,21720,12,460.8707419711661,female_male
1,2021,21740,0,210.48368782083872,total_pre
1,2021,21740,1,91.3114872529792,male
1,2021,21740,2,105.07713127498053,female
1,2021,21740,4,128.61833352068996,total_post
2,2021,21740,0,244.95920171339293,total_pre
2,2021,21740,1,101.02571212871975,male
2,2021,21740,2,138.011576879196,female
2,2021,21740,4,148.30020537758725,total_post
3,2021,21740,0,379.9869736623878,total_pre
3,2021,21740,1,244.5105583725213,male
3,2021,21740,2,76.1493456958224,female
3,2021,21740,4,182.48044658165222,total_post
4,2021,21740,0,277.67652903540295,total_pre
4,2021,21740,1,74.4830533533983,male
4,2021,21740,2,139.28695232060528,female
4,2021,21740,4,107.34899036253238,total_post
5,2021,21740,0,223.03807295253475,total_pre
5,2021,21740,1,126.01486334508775,male
5,2021,21740,2,122.09590787441296,female
5,2021,21740,4,179.94345833314725,total_post
1,2021,21740,12,206.24951631119754,female_male
2,2021,21740,12,236.51734060496747,female_male
3,2021,21740,12,260.35243210088885,female_male
4,2021,21740,12,202.72391855021132,female_male
5,2021,21740,12,266.26163382357953,female_male
1,2022,21720,0,75.35526080700325,total_pre
1,2022,21720,1,70.1136669883579,male
1,2022,21720,2,197.48032966825616,female
1,2022,21720,4,153.4782270852523,total_post
2,2022,21720,0,67.52305503245289,total_pre
2,2022,21720,1,64.84031835034837,male
2,2022,21720,2,109.51014746536822,female
2,2022,21720,4,96.7780952735735,total_post
3,2022,21720,0,145.87670470556571,total_pre
3,2022,21720,1,81.4599381824891,male
3,2022,21720,2,167.03089907264192,female
3,2022,21720,4,131.53079746637275,total_post
4,2022,21720,0,125.25485437667038,total_pre
4,2022,21720,1,75.8184196555381,male
4,2022,21720,2,220.66485194285943,female
4,2022,21720,4,129.03936122934243,total_post
5,2022,21720,0,79.5361660639855,total_pre
5,2022,21720,1,98.56877351503738,male
5,2022,21720,2,104.7560440733544,female
5,2022,21720,4,90.02613692533725,total_post
1,2022,21720,12,221.61560091057098,female_male
2,2022,21720,12,177.12101126512627,female_male
3,2022,21720,12,238.19197626962773,female_male
4,2022,21720,12,242.37020341930852,female_male
5,2022,21720,12,216.11584816619876,female_male
1,2022,21740,0,251.29926322854735,total_pre
1,2022,21740,1,71.31376540813908,male
1,2022,21740,2,258.3883642205472,female
1,2022,21740,4,176.4630960389954,total_post
2,2022,21740,0,322.0072867004657,total_pre
2,2022,21740,1,110.98436873571224,male
2,2022,21740,2,293.58495839924456,female
2,2022,21740,4,269.247913302757,total_post
3,2022,21740,0,471.18504805594614,total_pre
3,2022,21740,1,190.78872319927416,male
3,2022,21740,2,436.6731810110441,female
3,2022,21740,4,353.1897591478005,total_post
4,2022,21740,0,212.64084566799016,total_pre
4,2022,21740,1,149.1423532002731,male
4,2022,21740,2,64.53035810864756,female
4,2022,21740,4,126.17128165308556,total_post
5,2022,21740,0,189.83340178420866,total_pre
5,2022,21740,1,150.90962854833637,male
5,2022,21740,2,372.55546081389576,female
5,2022,21740,4,391.4470203770897,total_post
1,2022,21740,12,232.77314420974278,female_male
2,2022,21740,12,355.4650251684671,female_male
3,2022,21740,12,570.0410256626519,female_male
4,2022,21740,12,198.45876315671015,female_male
5,2022,21740,12,455.65354231883214,female_male
1,2023,21720,0,110.20747446343866,total_pre
1,2023,21720,1,55.92402965910001,male
1,2023,21720,2,45.195201726625335,female
1,2023,21720,4,45.87179051404207,total_post
2,2023,21720,0,103.02760677832916,total_pre
2,2023,21720,1,140.62714273739542,male
2,2023,21720,2,58.47144109558617,female
2,2023,21720,4,106.8958060062362,total_post
3,2023,21720,0,94.10681898595736,total_pre
3,2023,21720,1,83.83062038703598,male
3,2023,21720,2,49.15737068043031,female
3,2023,21720,4,90.83405092090938,total_post
4,2023,21720,0,310.54715551772955,total_pre
4,2023,21720,1,75.56359342543375,male
4,2023,21720,2,149.3051513338144,female
4,2023,21720,4,123.94103190633783,total_post
5,2023,21720,0,109.23155343449898,total_pre
5,2023,21720,1,132.14422452324973,male
5,2023,21720,2,91.19927166488213,female
5,2023,21720,4,147.48205025914862,total_post
1,2023,21720,12,111.93974174840287,female_male
2,2023,21720,12,173.49590263322037,female_male
3,2023,21720,12,132.52841712257066,female_male
4,2023,21720,12,223.417502966451,female_male
5,2023,21720,12,166.97677157792427,female_male
1,2023,21740,0,423.19700864679174,total_pre
1,2023,21740,1,147.24475023170012,male
1,2023,21740,2,242.38521402211174,female
1,2023,21740,4,693.6351371119009,total_post
2,2023,21740,0,190.03950680024838,total_pre
2,2023,21740,1,86.13771006247946,male
2,2023,21740,2,146.01136390997286,female
2,2023,21740,4,198.38230509211877,total_post
3,2023,21740,0,217.7604340746416,total_pre
3,2023,21740,1,154.33731421471398,male
3,2023,21740,2,116.73037815542965,female
3,2023,21740,4,202.61874025481404,total_post
4,2023,21740,0,623.2065814089638,total_pre
4,2023,21740,1,249.80891843364722,male
4,2023,21740,2,249.9502793032398,female
4,2023,21740,4,613.7761059020416,total_post
5,2023,21740,0,143.4784779454988,total_pre
5,2023,21740,1,266.65766415142275,male
5,2023,21740,2,302.00747698916115,female
5,2023,21740,4,260.04451518456534,total_post
1,2023,21740,12,375.1483822434806,female_male
2,2023,21740,12,237.5630165715427,female_male
3,2023,21740,12,279.29749771782457,female_male
4,2023,21740,12,565.1338353628606,female_male
5,2023,21740,12,609.1527859684202,female_male
