year,survey,species_code,stratum,hauljoin,sex,length,age,lat_mid,long_mid
2014,98,21740,10,-11728,2,690,8,58.31101,-162.05621
2014,98,21720,43,-12144,2,760,6,59.33251,-172.501725
2014,98,21740,43,-12145,2,440,6,59.665695,-172.57744
2014,98,21740,43,-12145,2,460,6,59.665695,-172.57744
2014,98,21740,43,-12145,2,480,6,59.665695,-172.57744
2014,98,21740,43,-12145,1,450,5,59.665695,-172.57744
2014,98,21740,43,-12145,1,440,6,59.665695,-172.57744
2014,98,21740,43,-12145,1,450,6,59.665695,-172.57744
2014,98,21740,43,-12145,3,120,1,59.665695,-172.57744
2014,98,21740,43,-12145,3,110,1,59.665695,-172.57744
2014,98,21720,43,-12145,2,320,2,59.665695,-172.57744
2014,98,21720,43,-12145,2,550,4,59.665695,-172.57744
2014,98,21720,43,-12145,2,560,5,59.665695,-172.57744
2014,98,21720,43,-12145,2,700,6,59.665695,-172.57744
2014,98,21720,43,-12145,2,720,7,59.665695,-172.57744
2014,98,21720,43,-12145,2,620,5,59.665695,-172.57744
2014,98,21720,43,-12145,2,710,6,59.665695,-172.57744
2014,98,21720,43,-12145,2,820,10,59.665695,-172.57744
2014,98,21720,43,-12145,2,480,4,59.665695,-172.57744
2014,98,21720,43,-12145,2,200,1,59.665695,-172.57744
2014,98,21720,43,-12145,2,190,1,59.665695,-172.57744
2014,98,21720,43,-12145,1,570,6,59.665695,-172.57744
2014,98,21720,43,-12145,1,690,6,59.665695,-172.57744
2014,98,21720,43,-12145,1,400,3,59.665695,-172.57744
2014,98,21740,43,-12146,3,110,1,59.826015,-172.93671
2014,98,21720,43,-12146,1,440,4,59.826015,-172.93671
2014,98,21720,43,-12146,1,750,10,59.826015,-172.93671
2014,98,21720,43,-12146,1,310,2,59.826015,-172.93671
2014,98,21720,43,-12146,2,650,6,59.826015,-172.93671
2014,98,21720,43,-12146,2,600,4,59.826015,-172.93671
2014,98,21720,43,-12146,2,740,6,59.826015,-172.93671
2014,98,21740,43,-12146,2,450,6,59.826015,-172.93671
2014,98,21740,43,-12146,2,470,7,59.826015,-172.93671
2014,98,21740,43,-12146,1,450,6,59.826015,-172.93671
2014,98,21740,43,-12146,1,440,6,59.826015,-172.93671
2014,98,21740,43,-12146,1,460,6,59.826015,-172.93671
2014,98,21740,43,-12146,1,500,8,59.826015,-172.93671
2014,98,21740,43,-12146,3,120,1,59.826015,-172.93671
2014,98,21740,43,-12147,1,450,6,59.98442,-172.562845
2014,98,21740,43,-12147,3,110,1,59.98442,-172.562845
2014,98,21740,43,-12147,3,110,1,59.98442,-172.562845
2014,98,21740,43,-12147,2,500,6,59.98442,-172.562845
2014,98,21740,43,-12147,2,510,6,59.98442,-172.562845
2014,98,21740,43,-12147,1,450,6,59.98442,-172.562845
2014,98,21740,43,-12147,1,510,12,59.98442,-172.562845
2014,98,21740,43,-12147,2,510,6,59.98442,-172.562845
2014,98,21720,43,-12147,2,670,6,59.98442,-172.562845
2014,98,21720,43,-12147,2,590,5,59.98442,-172.562845
2014,98,21720,43,-12147,2,560,5,59.98442,-172.562845
2014,98,21720,43,-12147,2,460,4,59.98442,-172.562845
2014,98,21720,43,-12147,2,340,2,59.98442,-172.562845
2014,98,21720,43,-12147,1,480,4,59.98442,-172.562845
2014,98,21720,43,-12147,1,420,3,59.98442,-172.562845
2014,98,21720,43,-12147,1,690,6,59.98442,-172.562845
2014,98,21720,43,-12147,1,450,4,59.98442,-172.562845
2014,98,21720,43,-12147,1,760,6,59.98442,-172.562845
2014,98,21720,43,-12147,1,490,4,59.98442,-172.562845
2014,98,21720,43,-12147,1,160,1,59.98442,-172.562845
2014,98,21720,43,-12147,1,200,1,59.98442,-172.562845
2014,98,21720,43,-12148,2,470,4,59.82765,-172.25905
2014,98,21720,43,-12148,2,450,3,59.82765,-172.25905
2014,98,21720,43,-12148,2,570,4,59.82765,-172.25905
2014,98,21720,43,-12148,2,460,4,59.82765,-172.25905
2014,98,21720,43,-12148,2,740,NA,59.82765,-172.25905
2014,98,21720,43,-12148,2,800,7,59.82765,-172.25905
2014,98,21720,43,-12148,2,160,1,59.82765,-172.25905
2014,98,21720,43,-12148,2,330,2,59.82765,-172.25905
2014,98,21720,43,-12148,2,540,5,59.82765,-172.25905
2014,98,21720,43,-12148,2,660,7,59.82765,-172.25905
2014,98,21720,43,-12148,2,700,6,59.82765,-172.25905
2014,98,21720,43,-12148,2,630,4,59.82765,-172.25905
2014,98,21720,43,-12148,2,420,3,59.82765,-172.25905
2014,98,21720,43,-12148,2,300,2,59.82765,-172.25905
2014,98,21740,43,-12148,2,470,6,59.82765,-172.25905
2014,98,21740,43,-12148,2,510,7,59.82765,-172.25905
2014,98,21740,43,-12148,2,500,6,59.82765,-172.25905
2014,98,21740,43,-12148,2,470,6,59.82765,-172.25905
2014,98,21740,43,-12148,2,480,6,59.82765,-172.25905
2014,98,21740,43,-12148,1,530,7,59.82765,-172.25905
2014,98,21740,43,-12149,2,710,10,60.159485,-172.324635
2014,98,21740,43,-12149,2,570,9,60.159485,-172.324635
2014,98,21740,43,-12149,1,650,11,60.159485,-172.324635
2014,98,21740,43,-12149,1,550,7,60.159485,-172.324635
2014,98,21740,43,-12149,3,120,1,60.159485,-172.324635
2014,98,21740,43,-12149,3,100,1,60.159485,-172.324635
2014,98,21740,43,-12151,1,540,7,60.169695,-173.00492
2014,98,21740,43,-12151,1,600,13,60.169695,-173.00492
2014,98,21740,31,-11826,1,270,2,56.66428,-167.06828
2014,98,21740,31,-11826,2,300,2,56.66428,-167.06828
2014,98,21740,31,-11826,2,530,9,56.66428,-167.06828
2014,98,21740,31,-11826,2,460,7,56.66428,-167.06828
2014,98,21740,31,-11826,2,500,6,56.66428,-167.06828
2014,98,21740,31,-11826,1,530,8,56.66428,-167.06828
2014,98,21740,31,-11826,1,490,7,56.66428,-167.06828
2014,98,21740,31,-11826,1,450,6,56.66428,-167.06828
2014,98,21720,31,-11827,2,570,4,57.001235,-167.092055
2014,98,21720,31,-11827,2,660,6,57.001235,-167.092055
2014,98,21720,31,-11827,2,830,6,57.001235,-167.092055
2014,98,21720,31,-11827,2,340,2,57.001235,-167.092055
2014,98,21720,31,-11827,2,350,2,57.001235,-167.092055
2014,98,21720,31,-11827,2,360,2,57.001235,-167.092055
2014,98,21720,31,-11827,2,470,4,57.001235,-167.092055
2014,98,21720,31,-11827,2,320,2,57.001235,-167.092055
2014,98,21720,31,-11827,2,500,3,57.001235,-167.092055
2014,98,21720,31,-11827,2,520,4,57.001235,-167.092055
2014,98,21720,31,-11827,2,390,3,57.001235,-167.092055
2014,98,21720,31,-11827,2,650,4,57.001235,-167.092055
2014,98,21720,31,-11827,2,810,7,57.001235,-167.092055
2014,98,21720,31,-11827,2,240,1,57.001235,-167.092055
2014,98,21720,31,-11827,2,180,1,57.001235,-167.092055
2014,98,21720,31,-11827,2,220,1,57.001235,-167.092055
2014,98,21720,31,-11827,1,210,1,57.001235,-167.092055
2014,98,21720,31,-11827,1,230,1,57.001235,-167.092055
2014,98,21720,31,-11827,1,220,1,57.001235,-167.092055
2014,98,21720,31,-11827,1,340,2,57.001235,-167.092055
2014,98,21720,31,-11827,1,420,3,57.001235,-167.092055
2014,98,21720,31,-11827,1,620,5,57.001235,-167.092055
2014,98,21720,31,-11827,1,450,3,57.001235,-167.092055
2014,98,21720,31,-11827,1,660,5,57.001235,-167.092055
2014,98,21720,31,-11827,1,360,2,57.001235,-167.092055
2014,98,21720,31,-11827,1,440,4,57.001235,-167.092055
2014,98,21720,31,-11827,1,470,4,57.001235,-167.092055
2014,98,21720,31,-11827,1,330,2,57.001235,-167.092055
2014,98,21740,31,-11827,2,480,6,57.001235,-167.092055
2014,98,21740,31,-11827,1,480,6,57.001235,-167.092055
2014,98,21740,31,-11827,1,440,5,57.001235,-167.092055
2014,98,21740,31,-11827,1,450,NA,57.001235,-167.092055
2014,98,21740,31,-11827,1,460,7,57.001235,-167.092055
2014,98,21740,31,-11827,3,140,1,57.001235,-167.092055
2014,98,21740,31,-11827,3,150,1,57.001235,-167.092055
2014,98,21740,31,-11827,2,470,6,57.001235,-167.092055
2014,98,21740,31,-11828,1,280,2,57.32381,-167.14557
2014,98,21740,31,-11828,1,260,2,57.32381,-167.14557
2014,98,21740,31,-11828,1,510,6,57.32381,-167.14557
2014,98,21740,31,-11828,2,470,6,57.32381,-167.14557
2014,98,21740,31,-11828,1,410,5,57.32381,-167.14557
2014,98,21740,31,-11828,1,480,6,57.32381,-167.14557
2014,98,21740,31,-11828,1,470,6,57.32381,-167.14557
2014,98,21740,31,-11828,2,500,7,57.32381,-167.14557
2014,98,21740,31,-11829,1,550,12,57.667545,-167.11428
2014,98,21740,31,-11829,1,550,9,57.667545,-167.11428
2014,98,21740,31,-11829,1,570,11,57.667545,-167.11428
2014,98,21740,31,-11829,2,540,7,57.667545,-167.11428
2014,98,21740,31,-11829,1,160,1,57.667545,-167.11428
2014,98,21740,31,-11829,3,140,1,57.667545,-167.11428
2014,98,21740,41,-11832,2,520,6,58.333505,-167.834895
2014,98,21740,41,-11832,2,480,6,58.333505,-167.834895
2014,98,21740,41,-11832,2,540,7,58.333505,-167.834895
2014,98,21740,41,-11832,2,500,7,58.333505,-167.834895
2014,98,21740,41,-11832,2,260,2,58.333505,-167.834895
2014,98,21740,41,-11832,1,270,2,58.333505,-167.834895
2014,98,21720,10,-11730,1,490,3,58.33856,-162.72852
2014,98,21720,10,-11730,1,650,6,58.33856,-162.72852
2014,98,21720,10,-11730,1,400,3,58.33856,-162.72852
2014,98,21720,10,-11730,1,510,4,58.33856,-162.72852
2014,98,21720,10,-11730,2,430,3,58.33856,-162.72852
2014,98,21720,10,-11730,2,510,3,58.33856,-162.72852
2014,98,21720,10,-11730,2,550,4,58.33856,-162.72852
2014,98,21720,10,-11730,2,560,5,58.33856,-162.72852
2014,98,21720,10,-11730,2,510,3,58.33856,-162.72852
2014,98,21720,10,-11730,2,140,1,58.33856,-162.72852
2014,98,21720,10,-11730,2,370,3,58.33856,-162.72852
2014,98,21720,10,-11731,2,230,1,58.009255,-162.74687
2014,98,21720,10,-11731,2,160,1,58.009255,-162.74687
2014,98,21720,10,-11731,2,150,1,58.009255,-162.74687
2014,98,21720,10,-11731,2,170,1,58.009255,-162.74687
2014,98,21720,10,-11731,2,200,1,58.009255,-162.74687
2014,98,21720,10,-11731,2,180,1,58.009255,-162.74687
2014,98,21720,10,-11731,1,190,1,58.009255,-162.74687
2014,98,21720,10,-11731,1,210,1,58.009255,-162.74687
2014,98,21720,10,-11731,1,180,1,58.009255,-162.74687
2014,98,21720,10,-11731,1,230,1,58.009255,-162.74687
2014,98,21720,10,-11731,1,170,1,58.009255,-162.74687
2014,98,21720,10,-11731,1,150,1,58.009255,-162.74687
2014,98,21720,10,-11731,1,130,1,58.009255,-162.74687
2014,98,21720,10,-11731,1,160,1,58.009255,-162.74687
2014,98,21720,10,-11731,2,210,1,58.009255,-162.74687
2014,98,21720,10,-11731,2,190,1,58.009255,-162.74687
2014,98,21740,10,-11733,2,540,6,57.33112,-162.765695
2014,98,21740,10,-11733,2,670,9,57.33112,-162.765695
2014,98,21740,10,-11733,1,450,5,57.33112,-162.765695
2014,98,21740,10,-11733,1,640,9,57.33112,-162.765695
2014,98,21740,10,-11733,3,150,1,57.33112,-162.765695
2014,98,21740,10,-11733,3,140,1,57.33112,-162.765695
2014,98,21740,31,-11734,1,140,1,57.00003,-162.789975
2014,98,21740,31,-11734,2,150,1,57.00003,-162.789975
2014,98,21740,31,-11734,2,660,13,57.00003,-162.789975
2014,98,21740,31,-11734,2,650,14,57.00003,-162.789975
2014,98,21740,31,-11734,2,560,8,57.00003,-162.789975
2014,98,21740,31,-11734,1,580,10,57.00003,-162.789975
2014,98,21740,31,-11735,2,170,1,56.67633,-162.795085
2014,98,21740,31,-11735,2,510,7,56.67633,-162.795085
2014,98,21740,31,-11735,2,570,8,56.67633,-162.795085
2014,98,21740,31,-11735,1,160,1,56.67633,-162.795085
2014,98,21740,31,-11735,1,510,9,56.67633,-162.795085
2014,98,21740,31,-11735,1,580,9,56.67633,-162.795085
2014,98,21740,31,-11736,1,570,7,56.32156,-162.79301
2014,98,21740,31,-11736,1,470,5,56.32156,-162.79301
2014,98,21740,31,-11736,1,490,7,56.32156,-162.79301
2014,98,21740,31,-11736,2,500,5,56.32156,-162.79301
2014,98,21740,31,-11736,2,650,9,56.32156,-162.79301
2014,98,21740,31,-11736,2,520,7,56.32156,-162.79301
2014,98,21740,31,-11737,2,510,7,55.999955,-162.813225
2014,98,21740,31,-11737,2,540,6,55.999955,-162.813225
2014,98,21740,43,-12151,2,640,9,60.169695,-173.00492
2014,98,21740,43,-12151,2,540,7,60.169695,-173.00492
2014,98,21740,43,-12151,3,120,1,60.169695,-173.00492
2014,98,21740,43,-12151,3,100,1,60.169695,-173.00492
2014,98,21740,43,-12152,2,450,7,60.004275,-173.26583
2014,98,21740,43,-12152,2,560,8,60.004275,-173.26583
2014,98,21740,43,-12152,2,470,6,60.004275,-173.26583
2014,98,21740,43,-12152,1,440,6,60.004275,-173.26583
2014,98,21740,43,-12152,1,460,6,60.004275,-173.26583
2014,98,21740,43,-12152,2,440,6,60.004275,-173.26583
2014,98,21740,43,-12168,2,450,6,60.124815,-173.77432
2014,98,21740,43,-12168,1,430,6,60.124815,-173.77432
2014,98,21740,43,-12168,1,450,6,60.124815,-173.77432
2014,98,21740,43,-12168,1,430,6,60.124815,-173.77432
2014,98,21740,43,-12168,1,420,6,60.124815,-173.77432
2014,98,21740,43,-12168,1,450,6,60.124815,-173.77432
2014,98,21740,43,-12168,3,140,1,60.124815,-173.77432
2014,98,21740,43,-12168,3,110,1,60.124815,-173.77432
2014,98,21740,43,-12169,1,760,19,60.290345,-173.37544
2014,98,21740,43,-12169,2,630,13,60.290345,-173.37544
2014,98,21740,43,-12169,2,560,8,60.290345,-173.37544
2014,98,21740,43,-12169,2,530,8,60.290345,-173.37544
2014,98,21740,43,-12169,2,610,12,60.290345,-173.37544
2014,98,21740,43,-12169,2,570,8,60.290345,-173.37544
2014,98,21740,43,-12169,3,110,1,60.290345,-173.37544
2014,98,21740,43,-12169,3,100,1,60.290345,-173.37544
2014,98,21740,41,-12170,1,610,11,60.668214999999996,-173.469665
2014,98,21740,41,-12170,1,610,13,60.668214999999996,-173.469665
2014,98,21740,41,-12170,2,600,8,60.668214999999996,-173.469665
2014,98,21740,41,-12170,1,580,13,60.668214999999996,-173.469665
2014,98,21740,41,-12170,3,110,1,60.668214999999996,-173.469665
2014,98,21740,41,-12170,3,110,1,60.668214999999996,-173.469665
2014,98,21720,41,-12171,1,450,3,60.67098,-172.75961
2014,98,21720,41,-12171,1,340,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,310,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,350,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,400,3,60.67098,-172.75961
2014,98,21720,41,-12171,1,420,3,60.67098,-172.75961
2014,98,21720,41,-12171,1,370,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,320,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,340,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,340,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,310,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,310,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,360,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,330,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,350,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,330,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,310,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,450,3,60.67098,-172.75961
2014,98,21720,41,-12171,1,350,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,330,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,420,3,60.67098,-172.75961
2014,98,21720,41,-12171,1,310,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,310,2,60.67098,-172.75961
2014,98,21720,41,-12171,1,350,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,450,3,60.67098,-172.75961
2014,98,21720,41,-12171,2,360,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,310,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,320,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,330,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,420,3,60.67098,-172.75961
2014,98,21720,41,-12171,2,300,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,330,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,300,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,340,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,320,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,320,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,320,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,350,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,350,3,60.67098,-172.75961
2014,98,21720,41,-12171,2,400,3,60.67098,-172.75961
2014,98,21720,41,-12171,2,400,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,390,3,60.67098,-172.75961
2014,98,21720,41,-12171,2,370,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,340,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,450,3,60.67098,-172.75961
2014,98,21720,41,-12171,2,380,NA,60.67098,-172.75961
2014,98,21720,41,-12171,2,470,4,60.67098,-172.75961
2014,98,21720,41,-12171,2,290,2,60.67098,-172.75961
2014,98,21720,41,-12171,2,290,2,60.67098,-172.75961
2014,98,21740,41,-12171,1,710,11,60.67098,-172.75961
2014,98,21740,41,-12171,1,620,8,60.67098,-172.75961
2014,98,21740,41,-12171,1,580,9,60.67098,-172.75961
2014,98,21740,41,-12171,1,630,11,60.67098,-172.75961
2014,98,21740,41,-12171,3,140,1,60.67098,-172.75961
2014,98,21740,41,-12171,3,120,1,60.67098,-172.75961
2014,98,21720,41,-12171,1,360,2,60.67098,-172.75961
2014,98,21740,41,-12172,1,600,8,60.6683,-172.11611
2014,98,21740,41,-12172,2,560,7,60.6683,-172.11611
2014,98,21740,41,-12172,1,500,8,60.6683,-172.11611
2014,98,21740,41,-12172,1,530,7,60.6683,-172.11611
2014,98,21740,41,-12172,3,110,1,60.6683,-172.11611
2014,98,21740,41,-12172,3,90,1,60.6683,-172.11611
2014,98,21740,31,-11830,1,500,7,57.99574,-167.16997
2014,98,21740,31,-11830,1,150,1,57.99574,-167.16997
2014,98,21740,31,-11830,2,710,16,57.99574,-167.16997
2014,98,21740,31,-11830,2,530,8,57.99574,-167.16997
2014,98,21740,31,-11830,2,620,8,57.99574,-167.16997
2014,98,21740,31,-11830,2,180,1,57.99574,-167.16997
2014,98,21740,20,-11831,3,130,1,58.329775,-167.19884
2014,98,21740,20,-11831,1,240,2,58.329775,-167.19884
2014,98,21740,20,-11831,1,370,4,58.329775,-167.19884
2014,98,21740,20,-11831,2,660,18,58.329775,-167.19884
2014,98,21740,20,-11831,2,620,8,58.329775,-167.19884
2014,98,21740,20,-11831,2,630,10,58.329775,-167.19884
2014,98,21740,20,-11833,2,170,1,58.98799,-168.54627
2014,98,21740,20,-11833,1,480,6,58.98799,-168.54627
2014,98,21740,20,-11833,2,490,7,58.98799,-168.54627
2014,98,21740,20,-11833,2,500,7,58.98799,-168.54627
2014,98,21740,20,-11833,2,170,1,58.98799,-168.54627
2014,98,21740,20,-11833,1,520,14,58.98799,-168.54627
2014,98,21740,20,-11834,3,150,1,59.32994,-168.55259
2014,98,21740,20,-11834,3,140,1,59.32994,-168.55259
2014,98,21740,20,-11834,1,540,8,59.32994,-168.55259
2014,98,21740,20,-11834,2,570,7,59.32994,-168.55259
2014,98,21740,20,-11834,2,560,8,59.32994,-168.55259
2014,98,21740,20,-11834,2,500,7,59.32994,-168.55259
2014,98,21740,20,-11835,3,130,1,59.662645,-168.58644
2014,98,21740,20,-11835,3,130,1,59.662645,-168.58644
2014,98,21740,20,-11835,2,530,6,59.662645,-168.58644
2014,98,21740,20,-11835,2,490,5,59.662645,-168.58644
2014,98,21740,20,-11835,2,470,6,59.662645,-168.58644
2014,98,21740,20,-11835,2,500,6,59.662645,-168.58644
2014,98,21740,20,-11836,1,520,7,59.990455,-168.6623
2014,98,21740,20,-11836,2,530,5,59.990455,-168.6623
2014,98,21740,20,-11836,2,510,7,59.990455,-168.6623
2014,98,21740,20,-11836,2,510,6,59.990455,-168.6623
2014,98,21740,20,-11836,3,110,1,59.990455,-168.6623
2014,98,21740,20,-11836,3,110,1,59.990455,-168.6623
2014,98,21740,20,-11837,2,610,13,59.996155,-168.009155
2014,98,21740,20,-11837,2,710,15,59.996155,-168.009155
2014,98,21740,20,-11837,1,640,9,59.996155,-168.009155
2014,98,21740,20,-11837,1,630,12,59.996155,-168.009155
2014,98,21740,20,-11837,3,140,1,59.996155,-168.009155
2014,98,21740,20,-11837,3,120,1,59.996155,-168.009155
2014,98,21740,31,-11737,1,490,7,55.999955,-162.813225
2014,98,21740,31,-11737,1,560,10,55.999955,-162.813225
2014,98,21740,31,-11737,1,520,7,55.999955,-162.813225
2014,98,21740,31,-11737,1,490,7,55.999955,-162.813225
2014,98,21740,31,-11738,2,580,8,55.987595,-162.29018
2014,98,21740,31,-11738,1,560,9,55.987595,-162.29018
2014,98,21740,31,-11738,1,550,10,55.987595,-162.29018
2014,98,21740,31,-11738,1,450,5,55.987595,-162.29018
2014,98,21740,31,-11738,1,550,8,55.987595,-162.29018
2014,98,21740,31,-11738,1,520,6,55.987595,-162.29018
2014,98,21740,10,-11739,2,660,9,55.6758,-162.794115
2014,98,21740,10,-11739,2,620,19,55.6758,-162.794115
2014,98,21740,10,-11739,1,540,7,55.6758,-162.794115
2014,98,21740,10,-11739,1,570,7,55.6758,-162.794115
2014,98,21740,10,-11739,1,610,12,55.6758,-162.794115
2014,98,21740,10,-11739,1,600,9,55.6758,-162.794115
2014,98,21740,31,-11740,2,500,6,55.33165,-164.038865
2014,98,21740,31,-11740,1,460,7,55.33165,-164.038865
2014,98,21740,31,-11740,1,430,6,55.33165,-164.038865
2014,98,21740,31,-11740,1,500,7,55.33165,-164.038865
2014,98,21740,31,-11740,2,500,6,55.33165,-164.038865
2014,98,21740,31,-11740,1,490,7,55.33165,-164.038865
2014,98,21740,31,-11742,2,510,7,55.694055,-164.006625
2014,98,21740,31,-11742,2,510,6,55.694055,-164.006625
2014,98,21740,31,-11742,1,490,7,55.694055,-164.006625
2014,98,21740,31,-11742,1,500,7,55.694055,-164.006625
2014,98,21740,31,-11742,1,480,6,55.694055,-164.006625
2014,98,21740,31,-11742,1,530,6,55.694055,-164.006625
2014,98,21740,31,-11743,1,150,1,56.00038,-164.043445
2014,98,21740,31,-11743,2,640,13,56.00038,-164.043445
2014,98,21740,31,-11743,2,560,7,56.00038,-164.043445
2014,98,21740,31,-11743,1,450,6,56.00038,-164.043445
2014,98,21740,31,-11743,1,480,7,56.00038,-164.043445
2014,98,21740,31,-11743,1,520,6,56.00038,-164.043445
2014,98,21740,31,-11743,1,420,6,56.00038,-164.043445
2014,98,21740,31,-11744,2,590,9,56.342185,-163.972455
2014,98,21740,31,-11744,2,620,8,56.342185,-163.972455
2014,98,21740,31,-11744,2,160,1,56.342185,-163.972455
2014,98,21740,31,-11744,1,170,1,56.342185,-163.972455
2014,98,21740,31,-11744,1,520,6,56.342185,-163.972455
2014,98,21740,31,-11744,1,500,6,56.342185,-163.972455
2014,98,21740,31,-11744,1,460,6,56.342185,-163.972455
2014,98,21740,31,-11744,1,650,15,56.342185,-163.972455
2014,98,21740,31,-11754,2,470,7,56.67359,-164.019375
2014,98,21740,31,-11754,1,470,6,56.67359,-164.019375
2014,98,21740,31,-11754,1,570,7,56.67359,-164.019375
2014,98,21740,31,-11754,2,680,11,56.67359,-164.019375
2014,98,21740,31,-11754,2,470,7,56.67359,-164.019375
2014,98,21740,31,-11754,2,470,6,56.67359,-164.019375
2014,98,21740,31,-11755,1,670,10,57.007445,-164.03238
2014,98,21740,31,-11755,1,480,5,57.007445,-164.03238
2014,98,21740,31,-11755,1,450,3,57.007445,-164.03238
2014,98,21740,31,-11755,1,520,6,57.007445,-164.03238
2014,98,21740,41,-12173,1,550,8,60.65276,-171.41686
2014,98,21740,41,-12173,2,590,14,60.65276,-171.41686
2014,98,21740,41,-12173,1,610,15,60.65276,-171.41686
2014,98,21740,41,-12173,1,560,9,60.65276,-171.41686
2014,98,21740,41,-12173,3,130,1,60.65276,-171.41686
2014,98,21740,41,-12173,3,130,1,60.65276,-171.41686
2014,98,21740,41,-12174,2,640,16,60.981765,-171.497115
2014,98,21740,41,-12174,2,710,14,60.981765,-171.497115
2014,98,21740,41,-12174,2,640,18,60.981765,-171.497115
2014,98,21740,41,-12174,2,650,13,60.981765,-171.497115
2014,98,21740,41,-12174,3,120,1,60.981765,-171.497115
2014,98,21740,41,-12174,3,110,1,60.981765,-171.497115
2014,98,21740,41,-12175,1,660,20,60.99833,-172.154455
2014,98,21740,41,-12175,1,700,15,60.99833,-172.154455
2014,98,21740,41,-12175,2,640,12,60.99833,-172.154455
2014,98,21740,41,-12175,2,600,13,60.99833,-172.154455
2014,98,21740,41,-12175,3,120,1,60.99833,-172.154455
2014,98,21740,41,-12175,3,110,1,60.99833,-172.154455
2014,98,21720,41,-12176,2,450,4,60.999555,-172.8086
2014,98,21720,41,-12176,2,360,3,60.999555,-172.8086
2014,98,21720,41,-12176,2,470,4,60.999555,-172.8086
2014,98,21720,41,-12176,2,640,NA,60.999555,-172.8086
2014,98,21720,41,-12176,2,400,3,60.999555,-172.8086
2014,98,21720,41,-12176,1,460,4,60.999555,-172.8086
2014,98,21720,41,-12176,1,450,4,60.999555,-172.8086
2014,98,21720,41,-12176,1,490,3,60.999555,-172.8086
2014,98,21720,41,-12176,1,590,4,60.999555,-172.8086
2014,98,21720,41,-12176,1,640,5,60.999555,-172.8086
2014,98,21720,41,-12176,1,620,4,60.999555,-172.8086
2014,98,21740,41,-12176,3,150,1,60.999555,-172.8086
2014,98,21740,41,-12176,3,100,1,60.999555,-172.8086
2014,98,21740,41,-12176,2,640,13,60.999555,-172.8086
2014,98,21740,41,-12176,2,560,9,60.999555,-172.8086
2014,98,21740,41,-12176,1,610,16,60.999555,-172.8086
2014,98,21740,41,-12176,1,600,13,60.999555,-172.8086
2014,98,21740,41,-12177,1,510,8,60.99436,-173.503875
2014,98,21740,41,-12177,2,490,6,60.99436,-173.503875
2014,98,21740,41,-12177,2,480,8,60.99436,-173.503875
2014,98,21740,41,-12177,1,530,17,60.99436,-173.503875
2014,98,21740,41,-12177,2,480,6,60.99436,-173.503875
2014,98,21740,41,-12177,2,630,10,60.99436,-173.503875
2014,98,21740,41,-12177,3,120,1,60.99436,-173.503875
2014,98,21740,41,-12177,3,100,1,60.99436,-173.503875
2014,98,21740,41,-12178,3,110,1,61.00251,-174.149385
2014,98,21740,41,-12178,3,110,1,61.00251,-174.149385
2014,98,21740,41,-12178,2,500,7,61.00251,-174.149385
2014,98,21740,41,-12178,1,470,7,61.00251,-174.149385
2014,98,21740,41,-12178,2,480,6,61.00251,-174.149385
2014,98,21740,41,-12178,1,490,9,61.00251,-174.149385
2014,98,21740,41,-12178,2,440,7,61.00251,-174.149385
2014,98,21740,41,-12178,2,630,12,61.00251,-174.149385
2014,98,21720,41,-12178,1,620,7,61.00251,-174.149385
2014,98,21720,41,-12178,1,670,6,61.00251,-174.149385
2014,98,21720,41,-12178,1,510,4,61.00251,-174.149385
2014,98,21720,41,-12178,1,700,7,61.00251,-174.149385
2014,98,21720,41,-12178,1,230,1,61.00251,-174.149385
